dataset,method,k,seed_a,seed_b,jaccard
olive_oil_3class,linear_svm,8,13,42,1.0
olive_oil_3class,linear_svm,8,13,97,1.0
olive_oil_3class,linear_svm,8,42,97,1.0
olive_oil_3class,mrmr_approx,3,13,42,1.0
olive_oil_3class,mrmr_approx,3,13,97,1.0
olive_oil_3class,mrmr_approx,3,42,97,1.0
olive_oil_3class,mrmr_approx,5,13,42,1.0
olive_oil_3class,mrmr_approx,5,13,97,1.0
olive_oil_3class,mrmr_approx,5,42,97,1.0
olive_oil_3class,mrmr_approx,8,13,42,1.0
olive_oil_3class,mrmr_approx,8,13,97,1.0
olive_oil_3class,mrmr_approx,8,42,97,1.0
olive_oil_3class,mutual_correlation,3,13,42,1.0
olive_oil_3class,mutual_correlation,3,13,97,1.0
olive_oil_3class,mutual_correlation,3,42,97,1.0
olive_oil_3class,mutual_correlation,5,13,42,1.0
olive_oil_3class,mutual_correlation,5,13,97,1.0
olive_oil_3class,mutual_correlation,5,42,97,1.0
olive_oil_3class,mutual_correlation,8,13,42,1.0
olive_oil_3class,mutual_correlation,8,13,97,1.0
olive_oil_3class,mutual_correlation,8,42,97,1.0
olive_oil_3class,mutual_info,3,13,42,1.0
olive_oil_3class,mutual_info,3,13,97,1.0
olive_oil_3class,mutual_info,3,42,97,1.0
olive_oil_3class,mutual_info,5,13,42,1.0
olive_oil_3class,mutual_info,5,13,97,1.0
olive_oil_3class,mutual_info,5,42,97,1.0
olive_oil_3class,mutual_info,8,13,42,1.0
olive_oil_3class,mutual_info,8,13,97,1.0
olive_oil_3class,mutual_info,8,42,97,1.0
olive_oil_3class,random_forest,3,13,42,1.0
olive_oil_3class,random_forest,3,13,97,1.0
olive_oil_3class,random_forest,3,42,97,1.0
olive_oil_3class,random_forest,5,13,42,1.0
olive_oil_3class,random_forest,5,13,97,1.0
olive_oil_3class,random_forest,5,42,97,1.0
olive_oil_3class,random_forest,8,13,42,1.0
olive_oil_3class,random_forest,8,13,97,1.0
olive_oil_3class,random_forest,8,42,97,1.0
olive_oil_3class,rfe,8,13,42,1.0
olive_oil_3class,rfe,8,13,97,1.0
olive_oil_3class,rfe,8,42,97,1.0
olive_oil_3class,rrfs,3,13,42,1.0
olive_oil_3class,rrfs,3,13,97,1.0
olive_oil_3class,rrfs,3,42,97,1.0
olive_oil_3class,rrfs,5,13,42,1.0
olive_oil_3class,rrfs,5,13,97,1.0
olive_oil_3class,rrfs,5,42,97,1.0
olive_oil_3class,rrfs,8,13,42,1.0
olive_oil_3class,rrfs,8,13,97,1.0
olive_oil_3class,rrfs,8,42,97,1.0
olive_oil_3class,variance,3,13,42,1.0
olive_oil_3class,variance,3,13,97,1.0
olive_oil_3class,variance,3,42,97,1.0
olive_oil_3class,variance,5,13,42,1.0
olive_oil_3class,variance,5,13,97,1.0
olive_oil_3class,variance,5,42,97,1.0
olive_oil_3class,variance,8,13,42,1.0
olive_oil_3class,variance,8,13,97,1.0
olive_oil_3class,variance,8,42,97,1.0
olive_oil_9class,f_classif,3,13,42,1.0
olive_oil_9class,f_classif,3,13,97,1.0
olive_oil_9class,f_classif,3,42,97,1.0
olive_oil_9class,f_classif,5,13,42,1.0
olive_oil_9class,f_classif,5,13,97,1.0
olive_oil_9class,f_classif,5,42,97,1.0
olive_oil_9class,f_classif,8,13,42,1.0
olive_oil_9class,f_classif,8,13,97,1.0
olive_oil_9class,f_classif,8,42,97,1.0
olive_oil_9class,feature_similarity,3,13,42,1.0
olive_oil_9class,feature_similarity,3,13,97,1.0
olive_oil_9class,feature_similarity,3,42,97,1.0
olive_oil_9class,feature_similarity,5,13,42,1.0
olive_oil_9class,feature_similarity,5,13,97,1.0
olive_oil_9class,feature_similarity,5,42,97,1.0
olive_oil_9class,feature_similarity,8,13,42,1.0
olive_oil_9class,feature_similarity,8,13,97,1.0
olive_oil_9class,feature_similarity,8,42,97,1.0
olive_oil_9class,l1_logistic,3,13,42,1.0
olive_oil_9class,l1_logistic,3,13,97,1.0
olive_oil_9class,l1_logistic,3,42,97,1.0
olive_oil_9class,l1_logistic,5,13,42,1.0
olive_oil_9class,l1_logistic,5,13,97,1.0
olive_oil_9class,l1_logistic,5,42,97,1.0
olive_oil_9class,l1_logistic,8,13,42,1.0
olive_oil_9class,l1_logistic,8,13,97,1.0
olive_oil_9class,l1_logistic,8,42,97,1.0
olive_oil_9class,linear_svm,3,13,42,1.0
olive_oil_9class,linear_svm,3,13,97,1.0
olive_oil_9class,linear_svm,3,42,97,1.0
olive_oil_9class,linear_svm,5,13,42,1.0
olive_oil_9class,linear_svm,5,13,97,1.0
olive_oil_9class,linear_svm,5,42,97,1.0
olive_oil_9class,linear_svm,8,13,42,1.0
olive_oil_9class,linear_svm,8,13,97,1.0
olive_oil_9class,linear_svm,8,42,97,1.0
olive_oil_9class,mrmr_approx,3,13,42,1.0
olive_oil_9class,mrmr_approx,3,13,97,1.0
olive_oil_9class,mrmr_approx,3,42,97,1.0
olive_oil_9class,mrmr_approx,5,13,42,1.0
olive_oil_9class,mrmr_approx,5,13,97,1.0
olive_oil_9class,mrmr_approx,5,42,97,1.0
olive_oil_9class,mrmr_approx,8,13,42,1.0
olive_oil_9class,mrmr_approx,8,13,97,1.0
olive_oil_9class,mrmr_approx,8,42,97,1.0
olive_oil_9class,mutual_correlation,3,13,42,1.0
olive_oil_9class,mutual_correlation,3,13,97,1.0
olive_oil_9class,mutual_correlation,3,42,97,1.0
olive_oil_9class,mutual_correlation,5,13,42,1.0
olive_oil_9class,mutual_correlation,5,13,97,1.0
olive_oil_9class,mutual_correlation,5,42,97,1.0
olive_oil_9class,mutual_correlation,8,13,42,1.0
olive_oil_9class,mutual_correlation,8,13,97,1.0
olive_oil_9class,mutual_correlation,8,42,97,1.0
olive_oil_9class,mutual_info,3,13,42,1.0
olive_oil_9class,mutual_info,3,13,97,1.0
olive_oil_9class,mutual_info,3,42,97,1.0
olive_oil_9class,mutual_info,5,13,42,1.0
olive_oil_9class,mutual_info,5,13,97,1.0
olive_oil_9class,mutual_info,5,42,97,1.0
olive_oil_9class,mutual_info,8,13,42,1.0
olive_oil_9class,mutual_info,8,13,97,1.0
olive_oil_9class,mutual_info,8,42,97,1.0
olive_oil_9class,random_forest,3,13,42,1.0
olive_oil_9class,random_forest,3,13,97,1.0
olive_oil_9class,random_forest,3,42,97,1.0
olive_oil_9class,random_forest,5,13,42,0.6666666666666666
olive_oil_9class,random_forest,5,13,97,1.0
olive_oil_9class,random_forest,5,42,97,0.6666666666666666
olive_oil_9class,random_forest,8,13,42,1.0
olive_oil_9class,random_forest,8,13,97,1.0
olive_oil_9class,random_forest,8,42,97,1.0
olive_oil_9class,rfe,8,13,42,1.0
olive_oil_9class,rfe,8,13,97,1.0
olive_oil_9class,rfe,8,42,97,1.0
olive_oil_9class,rrfs,3,13,42,1.0
olive_oil_9class,rrfs,3,13,97,1.0
olive_oil_9class,rrfs,3,42,97,1.0
olive_oil_9class,rrfs,5,13,42,1.0
olive_oil_9class,rrfs,5,13,97,1.0
olive_oil_9class,rrfs,5,42,97,1.0
olive_oil_9class,rrfs,8,13,42,1.0
olive_oil_9class,rrfs,8,13,97,1.0
olive_oil_9class,rrfs,8,42,97,1.0
olive_oil_9class,variance,3,13,42,1.0
olive_oil_9class,variance,3,13,97,1.0
olive_oil_9class,variance,3,42,97,1.0
olive_oil_9class,variance,5,13,42,1.0
olive_oil_9class,variance,5,13,97,1.0
olive_oil_9class,variance,5,42,97,1.0
olive_oil_9class,variance,8,13,42,1.0
olive_oil_9class,variance,8,13,97,1.0
olive_oil_9class,variance,8,42,97,1.0
