ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
28703,29,services,single,tertiary,no,737,yes,yes,cellular,30,jan,499,5,248,1,failure,no
28706,35,technician,single,tertiary,no,364,no,yes,cellular,30,jan,162,3,205,3,failure,no
28707,35,technician,single,secondary,no,2144,yes,no,cellular,30,jan,146,2,262,2,failure,no
28708,34,technician,divorced,secondary,no,1301,yes,no,cellular,30,jan,196,2,189,2,failure,no
28709,47,technician,divorced,tertiary,no,405,yes,no,cellular,30,jan,236,1,260,1,failure,no
28712,26,technician,divorced,tertiary,no,3154,yes,yes,cellular,30,jan,350,3,248,1,failure,no
28718,31,technician,single,tertiary,no,236,yes,no,cellular,30,jan,200,1,259,1,failure,no
28721,33,technician,married,tertiary,no,525,yes,yes,cellular,30,jan,499,1,247,1,failure,no
28725,42,technician,single,secondary,no,60,yes,yes,cellular,30,jan,183,2,241,1,other,no
28727,60,admin.,divorced,secondary,no,663,no,yes,cellular,30,jan,385,3,197,1,other,no
28729,29,admin.,married,secondary,no,957,yes,yes,cellular,30,jan,258,2,263,3,failure,no
28738,58,entrepreneur,married,tertiary,no,0,no,yes,cellular,30,jan,540,1,2,2,other,no
28739,36,unemployed,divorced,secondary,no,5,yes,no,cellular,30,jan,169,1,2,2,other,no
28744,45,admin.,divorced,secondary,no,440,no,no,cellular,30,jan,91,1,2,1,other,no
28745,50,management,married,tertiary,no,0,no,no,cellular,30,jan,199,1,205,1,failure,no
28746,56,management,married,tertiary,no,4,yes,yes,cellular,30,jan,299,1,2,5,other,no
28747,39,blue-collar,married,primary,no,976,yes,no,cellular,30,jan,80,1,2,2,other,no
28754,51,entrepreneur,divorced,tertiary,no,58,yes,no,cellular,30,jan,93,1,2,1,other,no
28759,39,self-employed,married,tertiary,no,1492,yes,no,cellular,30,jan,227,1,189,1,failure,no
28760,46,services,married,secondary,no,417,yes,no,cellular,30,jan,219,1,2,1,other,no
28761,45,management,married,tertiary,no,2363,no,no,cellular,30,jan,125,1,2,1,other,no
28762,54,blue-collar,married,secondary,no,285,yes,yes,telephone,30,jan,63,1,2,5,other,no
28765,55,retired,married,secondary,no,905,no,no,cellular,30,jan,861,1,2,1,other,no
28767,51,services,married,secondary,no,5699,yes,no,cellular,30,jan,436,1,270,2,failure,no
28768,27,management,single,tertiary,no,1081,no,yes,cellular,30,jan,158,3,206,2,other,no
28770,32,blue-collar,single,secondary,no,604,no,no,cellular,30,jan,410,2,196,2,other,no
28771,31,management,married,tertiary,no,1384,yes,no,cellular,30,jan,203,2,2,3,other,no
28772,60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,255,2,2,4,other,no
28773,46,technician,married,secondary,no,198,yes,no,cellular,30,jan,153,1,2,6,other,no
28775,39,housemaid,married,secondary,no,953,no,no,cellular,30,jan,23,6,232,3,other,no
28779,51,technician,single,secondary,no,527,yes,no,cellular,30,jan,197,1,2,3,other,no
28780,52,blue-collar,married,primary,no,109,yes,no,cellular,30,jan,177,4,248,2,failure,no
28781,31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,130,1,2,1,other,no
28783,33,blue-collar,single,tertiary,no,457,yes,no,cellular,30,jan,159,1,191,4,failure,no
28786,34,housemaid,single,primary,no,443,no,no,cellular,30,jan,10,1,2,1,other,no
28791,56,services,married,secondary,no,642,yes,no,cellular,30,jan,16,1,2,3,other,no
28801,36,services,single,secondary,no,511,yes,yes,cellular,30,jan,706,1,252,1,failure,no
28811,36,technician,single,secondary,no,317,yes,no,cellular,30,jan,198,2,266,2,failure,no
28812,52,management,married,tertiary,no,1355,yes,no,cellular,30,jan,131,1,241,1,failure,no
28814,33,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,76,2,207,1,failure,no
28817,31,management,married,tertiary,no,1400,yes,no,cellular,30,jan,175,2,2,1,other,no
28819,38,management,married,tertiary,no,-70,yes,no,cellular,30,jan,140,1,2,3,other,no
28820,26,admin.,single,secondary,no,802,no,no,cellular,30,jan,77,1,2,2,other,no
28822,57,management,divorced,tertiary,no,2549,no,no,cellular,30,jan,456,3,197,2,failure,no
28824,39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,144,5,248,2,failure,no
28825,45,management,married,tertiary,no,-61,no,no,cellular,30,jan,90,5,172,1,failure,no
28827,51,admin.,married,secondary,no,0,yes,yes,cellular,30,jan,150,1,252,1,failure,no
28832,56,technician,married,primary,no,314,yes,yes,cellular,30,jan,108,2,2,5,other,no
28833,26,technician,single,tertiary,no,152,no,no,cellular,30,jan,151,2,2,1,other,no
28835,57,technician,married,primary,no,1276,yes,no,cellular,30,jan,44,1,200,4,failure,no
28837,33,technician,married,secondary,no,480,yes,no,cellular,30,jan,272,1,270,1,other,no
28839,36,admin.,single,secondary,no,133,no,no,cellular,30,jan,632,3,228,14,other,no
28841,53,admin.,married,secondary,no,-375,yes,no,cellular,30,jan,103,1,252,1,failure,no
28844,57,management,married,tertiary,no,0,no,yes,cellular,30,jan,209,2,197,2,other,no
28848,28,blue-collar,single,secondary,no,1285,no,no,telephone,30,jan,199,2,2,17,other,no
28850,45,entrepreneur,divorced,secondary,no,44,no,yes,cellular,30,jan,250,2,2,1,other,no
28851,48,management,married,tertiary,no,370,yes,no,cellular,30,jan,134,2,169,2,other,no
28855,32,management,married,tertiary,no,943,yes,no,cellular,30,jan,402,2,2,2,other,no
28859,37,blue-collar,divorced,secondary,no,-175,yes,no,cellular,30,jan,638,4,266,1,failure,no
28861,34,blue-collar,single,secondary,no,19833,yes,no,cellular,30,jan,84,4,252,1,other,no
28865,49,management,single,tertiary,no,163,yes,no,cellular,30,jan,281,2,269,3,failure,no
28868,53,technician,married,tertiary,no,2336,no,no,telephone,30,jan,173,2,2,3,other,no
28869,56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
28871,26,services,single,secondary,no,512,yes,yes,cellular,30,jan,206,5,239,3,failure,no
28873,41,blue-collar,divorced,secondary,no,-333,yes,no,cellular,30,jan,118,3,270,2,failure,no
28874,31,self-employed,married,tertiary,no,227,yes,yes,cellular,30,jan,154,6,263,3,failure,no
28876,36,admin.,divorced,tertiary,no,281,no,no,cellular,30,jan,60,2,2,1,other,no
28879,47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,127,2,233,8,other,no
28885,46,blue-collar,married,primary,no,665,no,no,cellular,30,jan,89,4,235,2,failure,no
28886,31,management,single,tertiary,no,358,yes,no,cellular,30,jan,68,3,256,51,failure,no
28889,41,technician,divorced,secondary,no,692,yes,no,cellular,30,jan,249,3,245,3,failure,no
28890,30,admin.,married,secondary,no,373,yes,no,cellular,30,jan,353,2,228,4,other,no
28893,46,technician,married,tertiary,no,43,yes,no,telephone,30,jan,162,3,2,7,other,no
28894,49,management,married,tertiary,no,-969,no,no,cellular,30,jan,61,2,2,1,other,no
28896,28,admin.,married,secondary,no,12,yes,no,cellular,30,jan,73,3,256,3,other,no
28899,30,technician,single,secondary,no,316,yes,yes,cellular,30,jan,130,2,2,2,other,no
28900,49,management,married,tertiary,no,15,no,no,cellular,30,jan,166,3,2,2,other,no
28902,28,management,single,tertiary,no,2080,no,no,telephone,30,jan,399,2,2,1,other,no
28903,31,unemployed,single,primary,no,163,no,no,cellular,30,jan,707,2,2,1,other,yes
28907,33,management,married,tertiary,no,1071,no,no,cellular,2,feb,84,2,174,4,failure,no
28916,29,admin.,single,secondary,no,124,no,no,cellular,2,feb,94,1,5,2,other,no
28925,36,technician,single,secondary,no,265,yes,yes,cellular,2,feb,88,1,273,1,failure,no
28926,53,services,married,secondary,no,660,no,no,cellular,2,feb,210,1,272,2,failure,no
28929,44,blue-collar,married,secondary,no,294,yes,no,cellular,2,feb,246,1,259,2,failure,no
28931,40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,215,1,242,2,failure,yes
28936,31,management,single,tertiary,no,1130,yes,no,cellular,2,feb,181,1,264,3,failure,no
28939,46,technician,married,secondary,no,363,yes,no,cellular,2,feb,346,1,180,3,failure,no
28943,47,technician,married,secondary,no,349,yes,yes,cellular,2,feb,112,1,273,1,failure,no
28948,37,blue-collar,married,primary,no,89,yes,no,cellular,2,feb,393,1,245,4,failure,no
28956,32,admin.,single,secondary,no,1,no,no,cellular,2,feb,75,1,208,1,failure,no
28962,48,blue-collar,single,secondary,no,-269,no,no,cellular,2,feb,167,1,263,3,other,no
28963,46,services,divorced,secondary,no,-179,no,no,cellular,2,feb,151,1,214,2,failure,no
28966,40,management,married,tertiary,no,572,no,no,cellular,2,feb,133,3,5,2,other,no
28967,47,technician,divorced,secondary,no,129,no,no,cellular,2,feb,110,2,222,2,failure,no
28970,37,services,single,secondary,no,21,yes,no,cellular,2,feb,96,1,271,2,other,no
28973,38,blue-collar,married,secondary,no,757,yes,no,cellular,2,feb,133,1,272,1,failure,no
28975,56,services,divorced,secondary,no,218,yes,no,cellular,2,feb,113,2,249,2,failure,no
28976,37,blue-collar,married,secondary,no,520,yes,no,cellular,2,feb,54,1,255,2,failure,no
28979,55,housemaid,married,secondary,no,5,no,no,cellular,2,feb,269,1,206,2,failure,no
28982,45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
28987,52,technician,married,secondary,no,279,no,yes,cellular,2,feb,72,1,203,3,failure,no
28988,36,blue-collar,single,primary,no,367,no,no,cellular,2,feb,217,1,221,1,failure,no
28991,39,services,single,tertiary,no,1222,yes,no,cellular,2,feb,251,1,242,2,failure,no
28992,59,retired,married,primary,no,866,no,yes,cellular,2,feb,88,1,208,1,other,no
28994,44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,699,1,272,1,failure,yes
28998,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,no
29000,26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no
29001,51,technician,married,secondary,no,1490,yes,no,cellular,2,feb,177,1,199,2,failure,no
29005,47,admin.,divorced,secondary,no,207,yes,no,cellular,2,feb,244,1,271,4,failure,no
29009,53,services,married,secondary,no,1563,yes,no,cellular,2,feb,124,2,5,1,other,no
29012,49,blue-collar,single,secondary,no,-367,yes,no,cellular,2,feb,98,1,207,1,failure,no
29016,37,admin.,divorced,secondary,no,506,yes,no,cellular,2,feb,446,2,273,1,failure,no
29029,43,entrepreneur,married,primary,no,629,yes,no,cellular,2,feb,70,3,265,4,other,no
29031,40,blue-collar,married,secondary,no,123,yes,no,cellular,2,feb,247,1,241,3,failure,no
29032,45,self-employed,married,tertiary,no,430,yes,no,cellular,2,feb,221,1,206,2,failure,no
29033,48,blue-collar,married,secondary,no,578,yes,no,cellular,2,feb,70,1,250,1,failure,no
29037,45,housemaid,divorced,primary,no,221,no,no,cellular,2,feb,93,1,235,1,failure,no
29038,58,blue-collar,divorced,secondary,no,1103,yes,no,cellular,2,feb,226,1,202,4,failure,no
29039,47,technician,married,secondary,no,332,yes,no,cellular,2,feb,276,1,269,1,success,no
29040,60,technician,married,secondary,no,358,no,no,cellular,2,feb,95,1,216,2,failure,no
29043,40,unemployed,single,tertiary,no,97,yes,yes,cellular,2,feb,73,1,252,1,failure,no
29045,36,technician,divorced,secondary,no,-94,yes,no,cellular,2,feb,185,1,252,2,failure,no
29046,31,unemployed,divorced,tertiary,no,256,yes,no,cellular,2,feb,264,1,201,2,success,no
29047,54,services,married,secondary,no,514,yes,no,cellular,2,feb,109,1,186,3,failure,no
29050,40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,failure,no
29052,39,technician,single,secondary,no,614,yes,no,cellular,2,feb,166,1,258,1,failure,no
29053,31,technician,single,secondary,no,44,no,no,cellular,2,feb,200,5,175,2,failure,no
29058,32,services,married,secondary,no,289,yes,no,cellular,2,feb,63,1,257,2,failure,no
29060,47,entrepreneur,married,secondary,no,583,yes,no,cellular,2,feb,495,1,258,2,failure,no
29061,58,admin.,divorced,secondary,no,0,yes,no,cellular,2,feb,244,1,229,5,other,no
29065,34,blue-collar,married,secondary,no,-271,yes,yes,cellular,2,feb,90,1,252,2,failure,no
29066,38,services,married,secondary,no,304,no,yes,cellular,2,feb,238,1,214,1,failure,no
29067,38,technician,married,tertiary,no,447,yes,no,cellular,2,feb,224,1,269,1,failure,no
29069,40,retired,married,primary,no,407,yes,no,cellular,2,feb,200,1,271,1,failure,no
29071,56,technician,married,secondary,no,778,no,no,cellular,2,feb,315,2,208,1,failure,no
29072,36,unemployed,married,secondary,no,533,yes,no,cellular,2,feb,619,1,272,1,failure,no
29073,60,management,married,tertiary,no,553,yes,no,cellular,2,feb,343,1,210,3,success,no
29075,56,blue-collar,married,secondary,no,659,yes,no,cellular,2,feb,148,1,188,3,failure,no
29076,37,services,single,secondary,no,174,yes,no,cellular,2,feb,134,1,271,2,failure,no
29078,38,admin.,married,secondary,no,-500,no,yes,cellular,2,feb,67,1,195,5,other,no
29080,53,management,married,secondary,no,478,yes,no,cellular,2,feb,66,1,264,2,failure,no
29081,38,technician,married,secondary,no,10,no,no,cellular,2,feb,86,1,161,5,other,no
29085,45,services,married,secondary,no,-75,yes,no,cellular,2,feb,134,1,252,1,failure,no
29089,40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,no
29092,48,services,married,secondary,no,51,yes,yes,cellular,2,feb,90,1,262,1,failure,no
29093,58,admin.,married,secondary,no,580,no,yes,telephone,2,feb,161,3,5,3,other,no
29094,45,technician,married,secondary,no,1818,no,no,cellular,2,feb,197,1,241,2,other,no
29095,47,admin.,single,secondary,no,15,no,no,cellular,2,feb,71,1,266,4,failure,no
29096,53,management,married,primary,no,798,yes,no,telephone,2,feb,45,1,217,2,failure,no
29099,54,self-employed,married,secondary,no,534,yes,no,cellular,2,feb,165,1,188,4,failure,no
29103,38,services,single,secondary,no,-196,yes,no,cellular,2,feb,60,1,271,1,failure,no
29114,54,technician,married,secondary,no,719,yes,no,cellular,2,feb,242,1,264,1,failure,no
29115,31,services,married,secondary,no,442,yes,no,cellular,2,feb,69,1,270,2,failure,no
29116,42,management,single,tertiary,no,336,yes,no,cellular,2,feb,142,6,195,3,failure,no
29132,28,services,single,secondary,no,0,no,no,cellular,2,feb,188,1,206,2,other,no
29134,38,services,married,secondary,no,8876,no,no,cellular,2,feb,280,1,75,1,failure,no
29135,31,admin.,single,tertiary,no,5,no,yes,cellular,2,feb,75,1,206,1,failure,no
29136,26,management,single,tertiary,no,0,no,yes,cellular,2,feb,145,1,199,1,failure,no
29143,37,management,married,secondary,no,10,no,yes,cellular,2,feb,164,1,250,2,failure,no
29146,36,services,married,secondary,no,145,yes,no,cellular,2,feb,109,1,252,2,other,no
29150,38,self-employed,married,secondary,no,290,yes,no,cellular,2,feb,123,1,258,1,failure,no
29153,55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,no
29154,33,management,single,tertiary,no,474,yes,no,cellular,2,feb,62,1,179,3,failure,no
29156,40,technician,married,secondary,no,504,yes,no,cellular,2,feb,96,1,266,1,failure,no
29159,46,admin.,married,primary,no,469,yes,no,cellular,2,feb,75,1,264,10,other,no
29168,55,self-employed,divorced,secondary,no,1530,no,no,cellular,2,feb,166,1,216,1,other,no
29169,34,admin.,married,secondary,no,50,yes,no,cellular,2,feb,173,1,258,2,failure,no
29172,32,admin.,married,secondary,no,56,yes,no,cellular,2,feb,275,1,258,1,other,no
29174,36,admin.,married,secondary,no,0,yes,no,cellular,2,feb,236,2,252,1,other,no
29176,42,blue-collar,married,primary,no,1455,yes,no,cellular,2,feb,279,2,269,2,other,no
29178,39,management,single,tertiary,no,-145,yes,no,cellular,2,feb,268,2,196,2,failure,no
29180,45,management,married,tertiary,no,474,yes,yes,cellular,2,feb,190,4,264,4,failure,no
29181,60,retired,married,primary,no,174,yes,yes,cellular,2,feb,157,2,252,1,failure,no
29182,40,management,married,tertiary,no,543,yes,no,cellular,2,feb,349,2,262,275,other,no
29183,36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success,no
29184,57,admin.,married,secondary,no,11,no,no,cellular,2,feb,261,1,265,3,failure,no
29187,49,admin.,married,secondary,no,359,yes,no,cellular,2,feb,231,2,271,1,failure,no
29188,37,management,married,tertiary,no,59,yes,yes,telephone,2,feb,319,1,213,1,failure,no
29194,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,yes
29196,48,admin.,single,secondary,no,303,yes,yes,cellular,2,feb,142,1,189,4,failure,no
29206,36,blue-collar,married,secondary,no,-42,no,yes,cellular,2,feb,521,2,193,2,other,no
29211,34,blue-collar,married,secondary,no,7,yes,yes,cellular,2,feb,171,2,193,2,other,no
29218,49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,failure,no
29222,36,unemployed,married,secondary,no,608,yes,no,cellular,2,feb,114,1,263,3,other,no
29227,35,services,married,secondary,no,630,yes,no,cellular,2,feb,134,1,271,2,failure,no
29230,57,admin.,married,secondary,no,567,yes,no,cellular,2,feb,87,2,265,3,other,no
29234,41,management,married,secondary,no,0,yes,no,cellular,2,feb,154,2,264,1,other,no
29236,43,blue-collar,married,secondary,no,1109,yes,no,cellular,2,feb,115,3,264,2,failure,no
29247,48,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,2,feb,115,2,187,2,failure,no
29255,43,blue-collar,married,secondary,no,597,yes,no,cellular,2,feb,87,1,263,1,failure,no
29256,38,technician,single,secondary,no,103,yes,no,cellular,2,feb,159,1,187,3,failure,no
29258,31,management,single,secondary,no,783,yes,no,cellular,2,feb,221,2,272,1,failure,no
29260,32,management,single,secondary,no,453,yes,no,cellular,2,feb,544,1,269,2,failure,no
29262,37,technician,married,secondary,no,494,yes,no,cellular,2,feb,247,2,269,3,failure,no
29264,60,services,married,secondary,no,292,no,yes,cellular,2,feb,260,5,195,4,failure,no
29268,32,admin.,single,tertiary,no,2004,no,no,cellular,2,feb,141,1,75,1,failure,no
29275,37,management,single,tertiary,no,230,yes,yes,cellular,2,feb,120,2,272,1,failure,no
29276,45,admin.,married,secondary,no,1214,yes,no,cellular,2,feb,150,2,189,2,failure,no
29278,35,technician,married,tertiary,no,1526,yes,no,cellular,2,feb,236,2,217,4,failure,no
29279,41,services,divorced,secondary,no,-376,yes,no,cellular,2,feb,421,3,238,9,other,no
29281,31,management,married,tertiary,no,4015,yes,no,cellular,2,feb,95,2,241,3,other,no
29284,39,admin.,divorced,secondary,no,442,yes,no,cellular,2,feb,204,2,257,2,other,no
29285,56,entrepreneur,married,secondary,no,5838,no,no,cellular,2,feb,116,2,230,2,failure,no
29288,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
29289,46,management,divorced,tertiary,no,665,yes,no,cellular,2,feb,158,2,207,1,other,no
29290,31,technician,married,secondary,no,671,no,no,cellular,2,feb,119,2,175,2,failure,no
29292,57,technician,married,secondary,no,589,yes,no,cellular,2,feb,223,1,76,4,failure,no
29300,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure,no
29303,37,technician,single,tertiary,no,-1,yes,no,cellular,2,feb,223,2,200,7,other,no
29304,38,admin.,single,secondary,no,569,yes,yes,cellular,2,feb,164,2,272,2,failure,no
29310,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,2,76,4,failure,yes
29311,34,technician,married,secondary,no,4,yes,no,cellular,2,feb,105,2,263,1,failure,no
29312,42,management,married,tertiary,no,477,yes,no,cellular,2,feb,413,2,242,3,failure,no
29315,53,technician,married,secondary,no,598,no,no,cellular,2,feb,340,3,264,2,failure,no
29320,47,technician,married,secondary,no,1167,yes,no,cellular,2,feb,139,3,73,2,success,no
29321,57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,no
29323,39,blue-collar,married,primary,no,541,yes,no,cellular,2,feb,361,2,258,1,other,no
29333,41,blue-collar,divorced,primary,no,320,yes,no,cellular,2,feb,844,2,252,1,failure,no
29341,45,admin.,married,secondary,yes,1,no,no,telephone,2,feb,1028,2,207,1,other,no
29346,38,technician,married,secondary,no,581,yes,no,cellular,2,feb,223,2,272,1,failure,no
29351,37,self-employed,divorced,secondary,no,1082,no,no,cellular,2,feb,127,3,5,5,other,no
29352,46,blue-collar,married,secondary,no,-221,yes,yes,cellular,2,feb,219,2,244,1,failure,no
29353,55,blue-collar,married,primary,no,145,no,no,telephone,2,feb,59,3,5,2,other,no
29354,53,blue-collar,divorced,primary,no,-1,yes,no,cellular,2,feb,138,3,5,1,other,no
29355,29,technician,divorced,secondary,no,-95,yes,no,cellular,2,feb,42,7,228,1,other,no
29360,33,services,married,secondary,no,317,yes,no,cellular,2,feb,141,4,201,1,other,no
29362,50,technician,divorced,secondary,no,8,no,no,cellular,2,feb,171,2,5,1,other,no
29365,46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,24,7,250,1,failure,no
29372,35,admin.,married,secondary,no,287,yes,no,cellular,2,feb,115,3,245,8,failure,no
29373,58,retired,divorced,secondary,no,8266,yes,no,cellular,2,feb,98,2,271,1,failure,no
29374,46,technician,married,secondary,no,1028,yes,no,cellular,2,feb,96,2,208,1,failure,no
29376,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,yes
29384,49,technician,married,secondary,no,1811,yes,yes,cellular,2,feb,168,2,245,1,other,no
29387,35,blue-collar,married,primary,no,0,yes,yes,cellular,2,feb,698,2,271,2,other,no
29388,35,admin.,married,secondary,no,220,yes,no,cellular,2,feb,153,4,244,13,failure,no
29394,37,technician,married,secondary,no,318,no,no,cellular,2,feb,167,1,187,2,failure,no
29395,31,management,single,tertiary,no,112,yes,no,cellular,2,feb,159,2,271,1,failure,no
29397,37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,289,2,174,4,other,yes
29398,37,blue-collar,married,primary,no,643,yes,yes,cellular,2,feb,81,3,269,3,other,no
29400,45,technician,married,secondary,no,0,yes,yes,telephone,2,feb,111,2,208,1,failure,no
29401,54,management,married,tertiary,no,67,yes,no,cellular,2,feb,161,3,73,1,other,no
29402,35,technician,married,tertiary,no,633,yes,yes,cellular,2,feb,76,3,5,3,other,no
29404,39,blue-collar,single,secondary,no,-480,yes,yes,cellular,2,feb,147,2,252,3,other,no
29405,42,services,married,primary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,no
29409,36,management,married,tertiary,no,806,yes,no,cellular,3,feb,106,2,259,1,failure,no
29411,54,technician,divorced,secondary,no,0,yes,yes,cellular,3,feb,62,2,203,5,failure,no
29412,49,management,divorced,tertiary,no,4961,yes,no,cellular,3,feb,298,2,231,1,failure,no
29414,47,services,married,secondary,no,1160,yes,no,cellular,3,feb,117,2,221,4,failure,no
29416,35,management,single,tertiary,no,539,yes,no,cellular,3,feb,198,2,267,1,other,no
29419,36,services,single,secondary,no,774,yes,no,cellular,3,feb,231,2,259,1,failure,no
29420,33,management,married,tertiary,no,644,yes,yes,cellular,3,feb,124,2,271,2,failure,no
29424,60,services,married,secondary,no,594,yes,no,cellular,3,feb,35,7,265,5,other,no
29436,51,services,married,secondary,no,867,yes,no,cellular,3,feb,177,2,211,3,failure,no
29440,43,technician,married,secondary,no,308,yes,no,cellular,3,feb,137,3,264,4,other,no
29441,31,technician,single,secondary,no,863,yes,no,cellular,3,feb,146,1,263,5,success,no
29442,48,technician,married,secondary,no,197,no,yes,cellular,3,feb,47,2,222,3,other,no
29444,32,services,married,secondary,no,414,yes,no,cellular,3,feb,236,2,272,1,failure,no
29445,50,housemaid,single,primary,no,1158,yes,no,cellular,3,feb,116,3,265,3,failure,no
29446,37,housemaid,married,secondary,no,12939,yes,yes,cellular,3,feb,77,3,202,9,failure,no
29450,46,blue-collar,married,secondary,no,1232,no,yes,cellular,3,feb,300,3,195,8,other,no
29456,35,services,married,secondary,no,1659,yes,no,cellular,3,feb,149,3,215,1,failure,no
29457,50,technician,married,tertiary,no,199,yes,yes,cellular,3,feb,116,2,253,1,failure,no
29459,58,retired,married,primary,no,3401,yes,no,cellular,3,feb,84,3,265,2,failure,no
29460,41,management,single,tertiary,no,572,yes,no,cellular,3,feb,419,2,271,2,failure,no
29465,28,entrepreneur,married,tertiary,no,59,no,no,cellular,3,feb,330,3,190,6,failure,no
29470,47,blue-collar,single,secondary,no,152,yes,no,cellular,3,feb,193,3,271,4,failure,no
29475,31,services,married,primary,no,997,yes,no,cellular,3,feb,256,1,190,3,failure,no
29476,35,admin.,single,secondary,no,0,yes,no,cellular,3,feb,80,1,273,1,failure,no
29477,50,blue-collar,single,primary,no,1558,yes,no,cellular,3,feb,294,1,265,1,other,no
29478,32,blue-collar,married,secondary,no,4471,yes,no,cellular,3,feb,197,1,270,2,failure,no
29479,33,technician,single,tertiary,no,390,yes,no,cellular,3,feb,161,1,256,1,failure,no
29481,29,services,married,secondary,no,222,yes,no,cellular,3,feb,197,1,250,23,failure,no
29494,34,technician,married,secondary,no,883,no,no,telephone,3,feb,166,2,173,3,failure,no
29505,54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,failure,yes
29506,40,admin.,married,secondary,no,0,yes,no,cellular,3,feb,561,1,201,1,failure,no
29510,32,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,other,yes
29519,48,admin.,married,primary,no,3,yes,no,cellular,3,feb,69,1,252,4,failure,no
29531,32,housemaid,married,tertiary,no,357,yes,no,cellular,3,feb,133,3,77,2,failure,no
29532,33,services,married,tertiary,no,546,yes,yes,cellular,3,feb,54,2,270,1,failure,no
29534,51,blue-collar,married,primary,no,377,yes,no,telephone,3,feb,143,4,272,1,failure,no
29535,52,entrepreneur,divorced,tertiary,no,199,yes,yes,cellular,3,feb,373,1,236,2,failure,no
29537,35,management,single,tertiary,no,1891,yes,no,cellular,3,feb,188,3,270,5,failure,no
29541,38,technician,single,secondary,no,325,no,no,cellular,3,feb,14,6,196,2,other,no
29545,31,blue-collar,married,primary,no,124,yes,no,cellular,3,feb,343,1,264,4,failure,no
29548,49,admin.,married,secondary,no,1403,no,no,cellular,3,feb,124,2,180,2,failure,no
29556,37,technician,married,secondary,no,1116,yes,no,cellular,3,feb,18,6,201,7,other,no
29557,39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,84,4,267,4,failure,no
29564,46,management,married,tertiary,no,-319,yes,no,cellular,3,feb,80,1,256,1,failure,no
29567,32,services,married,secondary,no,1844,yes,yes,cellular,3,feb,158,4,201,6,failure,no
29570,30,admin.,married,secondary,no,490,yes,no,cellular,3,feb,82,6,251,4,other,no
29574,33,student,single,secondary,no,1883,yes,no,cellular,3,feb,121,5,256,1,failure,no
29588,36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
29589,51,housemaid,married,primary,no,605,no,no,cellular,3,feb,91,2,159,14,failure,no
29601,34,blue-collar,married,secondary,no,261,yes,no,cellular,3,feb,88,5,251,3,failure,no
29604,52,management,married,tertiary,no,0,yes,no,cellular,3,feb,790,1,249,1,failure,no
29613,31,management,married,tertiary,no,1331,no,no,cellular,3,feb,182,2,90,1,success,yes
29616,44,admin.,married,secondary,no,497,yes,no,cellular,3,feb,321,3,270,2,other,no
29617,27,admin.,married,secondary,no,-401,yes,yes,cellular,3,feb,205,3,214,1,failure,no
29620,54,blue-collar,married,secondary,no,175,yes,no,cellular,3,feb,94,4,271,4,failure,no
29622,36,management,single,tertiary,no,219,no,no,cellular,3,feb,22,6,196,6,failure,no
29625,26,blue-collar,single,secondary,no,184,no,no,cellular,3,feb,110,2,6,1,other,no
29630,32,technician,single,tertiary,no,703,yes,no,cellular,3,feb,489,2,271,2,success,no
29635,33,admin.,single,secondary,no,289,no,no,cellular,3,feb,515,3,6,13,other,no
