dataset,variable,spearman_abs,spearman_p_value,mutual_info,score_asociacion,n_usado,spearman_q_value_bh,fdr_significativo_005,ranking
madelon,feat_375,0.024777079254094204,0.26805968609799724,0.001520963089904237,0.01314902117199922,2000,0.8476746144083581,False,188
madelon,feat_422,0.0262313787096037,0.2409677743059159,0.0,0.01311568935480185,2000,0.8284007416860479,False,189
madelon,feat_478,0.022243842587054308,0.32008852592166886,0.003908306494152081,0.013076074540603194,2000,0.8558581585609136,False,190
madelon,feat_337,0.01172044792627127,0.6003865835272888,0.014422922630621615,0.013071685278446443,2000,0.9351815942792662,False,191
madelon,feat_280,0.015612273755723938,0.48529719251870507,0.010510463914761292,0.013061368835242615,2000,0.9015499930119338,False,192
madelon,feat_403,0.026098600285601195,0.2433582444762597,0.0,0.013049300142800598,2000,0.8284007416860479,False,193
madelon,feat_12,0.02605981310889008,0.24405967969067213,0.0,0.01302990655444504,2000,0.8284007416860479,False,194
madelon,feat_447,0.026025300383859137,0.24468500666415868,0.0,0.013012650191929568,2000,0.8284007416860479,False,195
madelon,feat_436,0.02578569662311553,0.24905730981666957,0.0,0.012892848311557766,2000,0.8284007416860479,False,196
madelon,feat_363,0.02578119519219036,0.2491399712124854,0.0,0.01289059759609518,2000,0.8284007416860479,False,197
madelon,feat_24,0.02577624536562429,0.24923088877982377,0.0,0.012888122682812145,2000,0.8284007416860479,False,198
madelon,feat_268,0.025635065082446253,0.25183382547255856,7.452549971698197e-05,0.012854795291081618,2000,0.8284007416860479,False,199
madelon,feat_434,0.023251174284255372,0.2986584729588236,0.0023657352703383427,0.012808454777296857,2000,0.8558581585609136,False,200
madelon,feat_20,0.01371352321738161,0.5399207693107718,0.011795795743490878,0.012754659480436244,2000,0.9120283265384659,False,201
madelon,feat_269,0.013090750982791222,0.5584836742342763,0.012382085352574679,0.01273641816768295,2000,0.9215902215087066,False,202
madelon,feat_151,0.0039971234241075035,0.8582158672045519,0.021238819381565355,0.01261797140283643,2000,0.986455019775347,False,203
madelon,feat_385,0.010132711277947253,0.6506373494472645,0.015083434646125937,0.012608072962036594,2000,0.962701118368986,False,204
madelon,feat_365,0.025099141821518633,0.2618867874796247,0.0,0.012549570910759316,2000,0.8476746144083581,False,205
madelon,feat_17,0.00888247962030268,0.6913703722240057,0.01617976360311646,0.01253112161170957,2000,0.9629113819275845,False,206
madelon,feat_68,0.024695287883343083,0.26964314110371723,0.0,0.012347643941671541,2000,0.8476746144083581,False,207
madelon,feat_244,0.024655035432610276,0.2704247656325591,0.0,0.012327517716305138,2000,0.8476746144083581,False,208
madelon,feat_117,0.024612321843871954,0.2712558766106746,0.0,0.012306160921935977,2000,0.8476746144083581,False,209
madelon,feat_256,0.021065921553724342,0.3463912439932093,0.0034715610536020236,0.012268741303663183,2000,0.865613188588323,False,210
madelon,feat_374,0.02143309203398907,0.3380487338591951,0.003002583196234143,0.012217837615111606,2000,0.865613188588323,False,211
madelon,feat_125,0.024412561711037804,0.27516596071706134,0.0,0.012206280855518902,2000,0.849439313952137,False,212
madelon,feat_328,0.02424126228334779,0.27854943422523926,0.0,0.012120631141673895,2000,0.8505958617138429,False,213
madelon,feat_60,0.024149870930836537,0.28036610307929133,0.0,0.012074935465418268,2000,0.8505958617138429,False,214
madelon,feat_341,0.024133286131745695,0.2806966343655682,0.0,0.012066643065872847,2000,0.8505958617138429,False,215
madelon,feat_486,0.015176607082410528,0.4975604241662639,0.008945771747878695,0.012061189415144611,2000,0.9015499930119338,False,216
madelon,feat_187,0.023823413332412748,0.2869209651416742,0.00025775338294464767,0.012040583357678698,2000,0.8539314438740303,False,217
madelon,feat_197,0.024003944254971713,0.2832834596963132,0.0,0.012001972127485857,2000,0.8532634328202204,False,218
madelon,feat_267,0.021057937869898877,0.34657408528893563,0.002925929702668917,0.011991933786283897,2000,0.865613188588323,False,219
madelon,feat_480,0.023918249011487563,0.2850062171915039,0.0,0.011959124505743782,2000,0.8533120275194727,False,220
madelon,feat_303,0.01744583909057776,0.4355243740321738,0.006468586789734054,0.011957212940155906,2000,0.8836510341692569,False,221
madelon,feat_463,0.018426104793159596,0.4101696036730492,0.005435982669997452,0.011931043731578524,2000,0.8836510341692569,False,222
madelon,feat_91,0.022165208169991818,0.3218026676189035,0.0015753665317495003,0.011870287350870659,2000,0.8558581585609136,False,223
madelon,feat_87,0.02372506187173629,0.28891584395458103,0.0,0.011862530935868145,2000,0.8547806034159202,False,224
madelon,feat_343,0.021368578506212477,0.3395051368148163,0.002264256601947956,0.011816417554080217,2000,0.865613188588323,False,225
madelon,feat_25,0.023503676769998882,0.29344033466265773,0.0,0.011751838384999441,2000,0.8558581585609136,False,226
madelon,feat_265,0.023352392513328254,0.29655934115611465,0.0,0.011676196256664127,2000,0.8558581585609136,False,227
madelon,feat_9,0.009622383807977985,0.6671468966138316,0.013665089184398127,0.011643736496188056,2000,0.962701118368986,False,228
madelon,feat_13,0.012666887264101933,0.5712925099606285,0.010550844167289464,0.011608865715695698,2000,0.9232225989204562,False,229
madelon,feat_305,0.019963140649393352,0.3722270315757802,0.003220727266216583,0.011591933957804968,2000,0.8771932426599338,False,230
madelon,feat_194,0.014197191122834615,0.5257201663071221,0.008856056468747653,0.011526623795791134,2000,0.9032314871979953,False,231
madelon,feat_310,0.009092182882386767,0.6844715147552138,0.013929577677930682,0.011510880280158724,2000,0.962701118368986,False,232
madelon,feat_58,0.007995407671011994,0.7208315472454938,0.014993975086078137,0.011494691378545065,2000,0.9748189340088019,False,233
madelon,feat_95,0.014735280121299345,0.5101491092264168,0.008048511032158201,0.011391895576728773,2000,0.9015499930119338,False,234
madelon,feat_461,0.022718884651482144,0.3098602673228876,0.0,0.011359442325741072,2000,0.8558581585609136,False,235
madelon,feat_37,0.016974906976731777,0.4480194830767861,0.005724850868792153,0.011349878922761965,2000,0.8836510341692569,False,236
madelon,feat_320,0.016614010294793737,0.4577312356996751,0.0060850909662419905,0.011349550630517864,2000,0.8836510341692569,False,237
madelon,feat_382,0.02267093620607061,0.3108827609163956,0.0,0.011335468103035306,2000,0.8558581585609136,False,238
madelon,feat_72,0.02266338653854064,0.311043958952616,0.0,0.01133169326927032,2000,0.8558581585609136,False,239
madelon,feat_332,0.022557437910690686,0.31331195089731473,0.0,0.011278718955345343,2000,0.8558581585609136,False,240
madelon,feat_344,0.0036443437408982425,0.8706139766066964,0.018885864854806034,0.011265104297852139,2000,0.9892721496689515,False,241
madelon,feat_176,0.013839422780374741,0.5362059379948237,0.008680997581556271,0.011260210180965506,2000,0.9088236237200403,False,242
madelon,feat_404,0.02248428421800091,0.3148842494957179,0.0,0.011242142109000455,2000,0.8558581585609136,False,243
madelon,feat_164,0.02233990180559199,0.318002653690643,0.0,0.011169950902795996,2000,0.8558581585609136,False,244
madelon,feat_301,0.019902382671413362,0.3736843213731318,0.002379884723826109,0.011141133697619736,2000,0.8771932426599338,False,245
madelon,feat_31,0.022212692959862067,0.32076683782724913,0.0,0.011106346479931034,2000,0.8558581585609136,False,246
madelon,feat_94,0.022188088031620295,0.32130329588651624,0.0,0.011094044015810147,2000,0.8558581585609136,False,247
madelon,feat_134,0.021948630276895763,0.3265547197736063,0.0,0.010974315138447882,2000,0.8593545257200165,False,248
madelon,feat_1,0.020846490828007103,0.35143895456685914,0.0010723120269149344,0.010959401427461019,2000,0.865613188588323,False,249
madelon,feat_451,0.009970272951702355,0.6558743050970374,0.011867173415526455,0.010918723183614405,2000,0.962701118368986,False,250
madelon,feat_112,0.021834639143420403,0.3290740674691799,0.0,0.010917319571710202,2000,0.8614504384009946,False,251
madelon,feat_6,0.021643535199017887,0.3333258670490574,0.0,0.010821767599508944,2000,0.865613188588323,False,252
madelon,feat_66,0.01971069466729428,0.3783050686410473,0.0017724005928896336,0.010741547630091957,2000,0.8797792293977844,False,253
madelon,feat_216,0.021165711033947945,0.34411105866502834,0.0,0.010582855516973973,2000,0.865613188588323,False,254
madelon,feat_388,0.021074119599058142,0.3462035573085449,0.0,0.010537059799529071,2000,0.865613188588323,False,255
madelon,feat_214,0.020916206359702552,0.34983021862230357,0.0,0.010458103179851276,2000,0.865613188588323,False,256
madelon,feat_250,0.014452998715569298,0.5182875149896664,0.006338951119760683,0.010395974917664991,2000,0.9026585044568014,False,257
madelon,feat_231,0.020731077024201475,0.35411248702729825,0.0,0.010365538512100737,2000,0.8679227623218094,False,258
madelon,feat_372,0.006816344964722733,0.7606333625971674,0.013896884880531868,0.010356614922627301,2000,0.9813828635173301,False,259
madelon,feat_23,0.013893850265299334,0.5346039732496108,0.006815923684864833,0.010354886975082083,2000,0.9088236237200403,False,260
madelon,feat_238,0.020551765753530786,0.358291584500243,0.0,0.010275882876765393,2000,0.8738819134152268,False,261
madelon,feat_406,0.01684928991134962,0.45138650586964035,0.0034562216136304613,0.010152755762490041,2000,0.8836510341692569,False,262
madelon,feat_159,0.020266534327935386,0.3650028800480952,0.0,0.010133267163967693,2000,0.8771932426599338,False,263
madelon,feat_367,0.008357288869601106,0.7087598388686808,0.011851209518312533,0.010104249193956819,2000,0.9682511459954655,False,264
madelon,feat_122,0.013014281736962152,0.5607841722180412,0.0071543751027283164,0.010084328419845235,2000,0.9223423885165152,False,265
madelon,feat_353,0.02015129137732837,0.3677365770942105,0.0,0.010075645688664186,2000,0.8771932426599338,False,266
madelon,feat_219,0.009182979890327774,0.6814925581627693,0.0109594686203216,0.010071224255324687,2000,0.962701118368986,False,267
madelon,feat_273,0.012762173137656466,0.568400906214519,0.007371750986648218,0.010066962062152341,2000,0.9232225989204562,False,268
madelon,feat_418,0.020081156248980887,0.3694064843015311,0.0,0.010040578124490444,2000,0.8771932426599338,False,269
madelon,feat_213,0.0200007990236254,0.37132555893238983,0.0,0.0100003995118127,2000,0.8771932426599338,False,270
madelon,feat_15,0.017665363749797925,0.4297691262512928,0.0022420853091882353,0.00995372452949308,2000,0.8836510341692569,False,271
madelon,feat_191,0.012796651983757954,0.5673563155849293,0.007041234648411221,0.009918943316084589,2000,0.9232225989204562,False,272
madelon,feat_236,0.018340644751505004,0.41234453777943525,0.0014146835442865324,0.009877664147895768,2000,0.8836510341692569,False,273
madelon,feat_421,0.019724896548971388,0.3779615231152825,0.0,0.009862448274485694,2000,0.8797792293977844,False,274
madelon,feat_131,0.012259165389098369,0.5837438285764371,0.007105974994924047,0.009682570192011207,2000,0.9265775056768845,False,275
madelon,feat_138,0.017494432411236376,0.4342465949114477,0.0017985049924462704,0.009646468701841323,2000,0.8836510341692569,False,276
madelon,feat_441,0.019268889921489885,0.3890881568866351,0.0,0.009634444960744943,2000,0.8836510341692569,False,277
madelon,feat_416,0.009331366044057647,0.6766348429740514,0.009936251559604647,0.009633808801831147,2000,0.962701118368986,False,278
madelon,feat_75,0.01924716474545921,0.38962317881816433,0.0,0.009623582372729604,2000,0.8836510341692569,False,279
madelon,feat_322,0.019215343948838285,0.3904076303631605,0.0,0.009607671974419143,2000,0.8836510341692569,False,280
madelon,feat_198,0.019195050293605142,0.3909084134067857,0.0,0.009597525146802571,2000,0.8836510341692569,False,281
madelon,feat_90,0.01682806663677399,0.4519567809226428,0.0023306373423805926,0.009579351989577291,2000,0.8836510341692569,False,282
madelon,feat_485,0.005378321361009208,0.8100378442273365,0.013686475437034273,0.00953239839902174,2000,0.986455019775347,False,283
madelon,feat_14,0.019025731132941977,0.39510185107623963,0.0,0.009512865566470989,2000,0.8836510341692569,False,284
madelon,feat_479,0.010246250374551359,0.6469870749635439,0.00874954402694117,0.009497897200746265,2000,0.962701118368986,False,285
madelon,feat_145,0.01503065874910395,0.5017051700321802,0.003955344119950688,0.009493001434527318,2000,0.9015499930119338,False,286
madelon,feat_395,0.01895536884455097,0.39685243941889914,0.0,0.009477684422275486,2000,0.8836510341692569,False,287
madelon,feat_101,0.0008717944160387513,0.9689195175598178,0.017968777571174765,0.009420285993606758,2000,0.9967859519547848,False,288
madelon,feat_99,0.005897891309476407,0.792088843011384,0.012792837285540148,0.009345364297508277,2000,0.986455019775347,False,289
madelon,feat_115,0.005397148363808268,0.8093856407595252,0.013065627623744636,0.009231387993776452,2000,0.986455019775347,False,290
madelon,feat_103,0.016918686951591037,0.4495246313565885,0.001422904204345432,0.009170795577968235,2000,0.8836510341692569,False,291
madelon,feat_476,0.007094179264033929,0.7511927749885924,0.011205303055494165,0.009149741159764047,2000,0.9813828635173301,False,292
madelon,feat_7,0.018183840250159556,0.4163528904660959,0.0,0.009091920125079778,2000,0.8836510341692569,False,293
madelon,feat_65,0.01816738223576023,0.41677493061222526,0.0,0.009083691117880115,2000,0.8836510341692569,False,294
madelon,feat_263,0.015595272290798249,0.4857726672021462,0.0025602390723498125,0.00907775568157403,2000,0.9015499930119338,False,295
madelon,feat_484,0.014461505403953398,0.518041283697593,0.003608893266882518,0.009035199335417958,2000,0.9026585044568014,False,296
madelon,feat_162,0.018049498891984667,0.4198052283845397,0.0,0.009024749445992334,2000,0.8836510341692569,False,297
madelon,feat_158,0.018004347748589857,0.42096929785967907,0.0,0.009002173874294929,2000,0.8836510341692569,False,298
madelon,feat_359,0.017946389914982673,0.4224663158125077,0.0,0.008973194957491337,2000,0.8836510341692569,False,299
madelon,feat_107,0.016975806715935418,0.4479954181295056,0.0009523653069682947,0.008964086011451856,2000,0.8836510341692569,False,300
madelon,feat_260,0.0148013587204256,0.5082537030540173,0.003048638886330224,0.008924998803377913,2000,0.9015499930119338,False,301
madelon,feat_21,0.017800317761332358,0.426253074715773,0.0,0.008900158880666179,2000,0.8836510341692569,False,302
madelon,feat_398,0.008945511869856945,0.6892940007521939,0.008847415243272039,0.008896463556564493,2000,0.962701118368986,False,303
madelon,feat_189,0.008022938854681132,0.7199106641052221,0.009671406478215294,0.008847172666448213,2000,0.9748189340088019,False,304
madelon,feat_27,0.00928449970833535,0.6781676651811623,0.008352736229475521,0.008818617968905436,2000,0.962701118368986,False,305
madelon,feat_242,0.017544267148385112,0.4329384230492268,0.0,0.008772133574192556,2000,0.8836510341692569,False,306
madelon,feat_390,0.017489417549325925,0.4343783622997406,0.0,0.008744708774662963,2000,0.8836510341692569,False,307
madelon,feat_405,0.004591018805441851,0.8374242100648698,0.012881616325557621,0.008736317565499736,2000,0.986455019775347,False,308
madelon,feat_415,0.01747258104099172,0.434820916685858,0.0,0.00873629052049586,2000,0.8836510341692569,False,309
madelon,feat_190,0.01744668187500903,0.4355021942550521,0.0,0.008723340937504515,2000,0.8836510341692569,False,310
madelon,feat_79,0.01735044193938912,0.4380391708357989,0.0,0.00867522096969456,2000,0.8836510341692569,False,311
madelon,feat_270,0.014338843336576585,0.5215976520254054,0.002912093416406192,0.008625468376491387,2000,0.9026585044568014,False,312
madelon,feat_63,0.0026833124748619048,0.9045413122630517,0.014453602775639895,0.0085684576252509,2000,0.9937475900363367,False,313
madelon,feat_209,0.012320747750983945,0.5818551032573698,0.0047863826784855235,0.008553565214734734,2000,0.926520865059506,False,314
madelon,feat_438,0.009460987704318196,0.6724023866337843,0.00764031005271093,0.008550648878514564,2000,0.962701118368986,False,315
madelon,feat_83,0.017087627452934514,0.4450103141329753,0.0,0.008543813726467257,2000,0.8836510341692569,False,316
madelon,feat_2,0.009458202653339682,0.6724932168229557,0.007619735131845884,0.008538968892592782,2000,0.962701118368986,False,317
madelon,feat_84,0.016844780371123236,0.45150764437356494,0.0,0.008422390185561618,2000,0.8836510341692569,False,318
madelon,feat_218,0.016824635362580644,0.4520490183823156,0.0,0.008412317681290322,2000,0.8836510341692569,False,319
madelon,feat_284,0.016027416002669232,0.47376554687632966,0.0007637951052399394,0.008395605553954586,2000,0.9015499930119338,False,320
madelon,feat_92,0.009232921397951822,0.6798561377947272,0.007550825231976255,0.008391873314964039,2000,0.962701118368986,False,321
madelon,feat_272,0.01677889618623639,0.4532795666537288,0.0,0.008389448093118194,2000,0.8836510341692569,False,322
madelon,feat_28,0.0037984157291335477,0.8651951668627965,0.012944102246499556,0.008371258987816552,2000,0.9876657155967997,False,323
madelon,feat_108,0.016661416900604666,0.4564488238132144,0.0,0.008330708450302333,2000,0.8836510341692569,False,324
madelon,feat_179,0.016660263204774275,0.4564800088433445,0.0,0.008330131602387138,2000,0.8836510341692569,False,325
madelon,feat_16,0.016625943381756863,0.45740823961797417,0.0,0.008312971690878431,2000,0.8836510341692569,False,326
madelon,feat_498,0.0023894571867950354,0.9149531058246994,0.014161389126286172,0.008275423156540604,2000,0.9967859519547848,False,327
madelon,feat_435,0.006722358274638449,0.763835114762871,0.00973122534656734,0.008226791810602894,2000,0.9813828635173301,False,328
madelon,feat_295,0.013882168770420806,0.534947591337006,0.002325905298967923,0.008104037034694363,2000,0.9088236237200403,False,329
madelon,feat_459,0.0002918650770905626,0.9895923353985507,0.0158718054879603,0.008081835282525431,2000,0.9967859519547848,False,330
madelon,feat_142,0.016144309149831237,0.4705459117528519,0.0,0.008072154574915618,2000,0.9015499930119338,False,331
madelon,feat_96,0.002386235460859386,0.9150673412324057,0.01361053907979004,0.007998387270324713,2000,0.9967859519547848,False,332
madelon,feat_144,0.01595467256287149,0.4757752419972362,0.0,0.007977336281435744,2000,0.9015499930119338,False,333
madelon,feat_443,0.015948306281375092,0.47595134632994596,0.0,0.007974153140687546,2000,0.9015499930119338,False,334
madelon,feat_429,0.015557830873462533,0.48682066720455164,0.0,0.0077789154367312666,2000,0.9015499930119338,False,335
madelon,feat_104,0.015524216114590126,0.4877625964853076,0.0,0.007762108057295063,2000,0.9015499930119338,False,336
madelon,feat_495,0.00609444993500805,0.7853266031443539,0.009425026183673246,0.007759738059340648,2000,0.986455019775347,False,337
madelon,feat_228,0.015485757902980393,0.4888414498102921,0.0,0.0077428789514901964,2000,0.9015499930119338,False,338
madelon,feat_437,0.006616638297372236,0.7674413992705521,0.008835036802139706,0.007725837549755971,2000,0.9813828635173301,False,339
madelon,feat_126,0.015433702175492182,0.4903037931511445,0.0,0.007716851087746091,2000,0.9015499930119338,False,340
madelon,feat_428,0.015389091901387694,0.4915588477028514,0.0,0.007694545950693847,2000,0.9015499930119338,False,341
madelon,feat_229,0.009238310861707276,0.6796796325222625,0.0060479437481351095,0.007643127304921193,2000,0.962701118368986,False,342
madelon,feat_467,0.015282493172403263,0.49456483643956295,0.0,0.0076412465862016315,2000,0.9015499930119338,False,343
madelon,feat_455,0.0036953705927127373,0.8688186445295446,0.01156573686188378,0.007630553727298258,2000,0.9892721496689515,False,344
madelon,feat_366,0.007976702828891492,0.72145743143277,0.007021118081971034,0.007498910455431263,2000,0.9748189340088019,False,345
madelon,feat_324,0.014994877626985967,0.5027240885716022,0.0,0.007497438813492983,2000,0.9015499930119338,False,346
madelon,feat_275,0.014968791474581638,0.5034676173602737,0.0,0.007484395737290819,2000,0.9015499930119338,False,347
madelon,feat_450,0.014953947815703611,0.5038909623187158,0.0,0.0074769739078518055,2000,0.9015499930119338,False,348
madelon,feat_290,0.014758822797668927,0.5094733849714167,0.0,0.0073794113988344635,2000,0.9015499930119338,False,349
madelon,feat_407,0.01473081584861177,0.5102772960447546,0.0,0.007365407924305885,2000,0.9015499930119338,False,350
madelon,feat_172,0.014136649140213462,0.5274871885236292,0.0004135087386998304,0.007275078939456646,2000,0.9032314871979953,False,351
madelon,feat_400,0.014527324180840597,0.5161381644246131,0.0,0.007263662090420299,2000,0.9026585044568014,False,352
madelon,feat_492,0.009363450838112958,0.6755862405441457,0.005052628442525853,0.007208039640319405,2000,0.962701118368986,False,353
madelon,feat_394,0.014356754921627335,0.5210775560157852,0.0,0.007178377460813667,2000,0.9026585044568014,False,354
madelon,feat_351,0.006173239093798541,0.7826205135273748,0.008169131384028638,0.0071711852389135895,2000,0.9856681530571471,False,355
madelon,feat_340,0.014270863347065172,0.5235740024349633,0.0,0.007135431673532586,2000,0.9027137973016608,False,356
madelon,feat_150,0.012630518790275479,0.5723980113306828,0.00139520204539334,0.0070128604178344095,2000,0.9232225989204562,False,357
madelon,feat_345,9.013014627234284e-05,0.9967859519547848,0.013854330906728052,0.006972230526500197,2000,0.9967859519547848,False,358
madelon,feat_143,0.008187834859330776,0.7144036410179744,0.005618647249140185,0.006903241054235481,2000,0.973301963239747,False,359
madelon,feat_371,0.0011163426653580852,0.9602075236136566,0.012679185219082623,0.006897763942220354,2000,0.9967859519547848,False,360
madelon,feat_169,0.0012462456568932653,0.955581613604613,0.012278298605695737,0.006762272131294501,2000,0.9967859519547848,False,361
madelon,feat_391,0.013489769713643476,0.5465545159783625,0.0,0.006744884856821738,2000,0.9170377784871854,False,362
madelon,feat_262,0.013256420714098898,0.5535154491101413,0.0,0.006628210357049449,2000,0.9196524305056327,False,363
madelon,feat_210,0.013191156076168751,0.5554700680254021,0.0,0.0065955780380843754,2000,0.9196524305056327,False,364
madelon,feat_446,0.007844128275984184,0.7258988401965365,0.005069822155675308,0.006456975215829746,2000,0.9748189340088019,False,365
madelon,feat_132,0.012723264040897997,0.5695808206568531,0.0,0.006361632020448998,2000,0.9232225989204562,False,366
madelon,feat_276,0.0019021591523459653,0.932250230388923,0.010704058161757235,0.006303108657051601,2000,0.9967859519547848,False,367
madelon,feat_222,0.007881369052882971,0.7246502908462106,0.004511522532611556,0.006196445792747264,2000,0.9748189340088019,False,368
madelon,feat_156,0.012380346098228225,0.580029949359057,0.0,0.006190173049114112,2000,0.926520865059506,False,369
madelon,feat_8,0.012173887719722352,0.5863639883005087,0.0,0.006086943859861176,2000,0.9271747083668471,False,370
madelon,feat_274,0.0017324228370276097,0.93828312567327,0.010428594347535736,0.006080508592281673,2000,0.9967859519547848,False,371
madelon,feat_339,0.010782465524423114,0.6298634456475479,0.0012422018593047923,0.006012333691863953,2000,0.9623340620088359,False,372
madelon,feat_52,0.012017221259281135,0.5911917181720547,0.0,0.006008610629640567,2000,0.9289314651136813,False,373
madelon,feat_102,0.0031430470233697817,0.8882856463752479,0.008863522950923963,0.006003284987146872,2000,0.9929361936161468,False,374
madelon,feat_487,0.0035032357457635637,0.8755821717236478,0.008480069139084057,0.00599165244242381,2000,0.9892721496689515,False,375
madelon,feat_124,0.008733078733397818,0.696301097240422,0.0032068973976846493,0.005969988065541234,2000,0.9634631934742649,False,376
madelon,feat_331,0.005125720973330594,0.8188009818252975,0.006603313868211114,0.005864517420770854,2000,0.986455019775347,False,377
madelon,feat_110,0.011316907838323835,0.6129919386038779,0.0,0.0056584539191619175,2000,0.9509328487019755,False,378
madelon,feat_258,0.005485503120301165,0.8063266366795034,0.0058157017662607835,0.005650602443280974,2000,0.986455019775347,False,379
madelon,feat_171,0.011275161090343563,0.6143026202614761,0.0,0.0056375805451717815,2000,0.9509328487019755,False,380
madelon,feat_11,0.011125730328183127,0.6190042257726863,0.0,0.005562865164091563,2000,0.9529890860648138,False,381
madelon,feat_380,0.007047109534121691,0.7527895945915739,0.004077873336520543,0.005562491435321117,2000,0.9813828635173301,False,382
madelon,feat_354,0.011111813154803349,0.6194429059421289,0.0,0.005555906577401674,2000,0.9529890860648138,False,383
madelon,feat_355,0.005556587731601145,0.8038677018457843,0.005465436600999407,0.0055110121663002765,2000,0.986455019775347,False,384
madelon,feat_67,0.00896787426612434,0.6885579123969001,0.002027032001642892,0.005497453133883616,2000,0.962701118368986,False,385
madelon,feat_300,0.002633707458847313,0.9062978021131392,0.008312461134343474,0.005473084296595394,2000,0.9937475900363367,False,386
madelon,feat_259,0.00980570591369742,0.6611971816449984,0.001135983232730009,0.005470844573213714,2000,0.962701118368986,False,387
madelon,feat_178,0.004618682165550261,0.836458386883259,0.006288206957148157,0.0054534445613492084,2000,0.986455019775347,False,388
madelon,feat_360,0.010813757211386017,0.6288701641417995,0.0,0.005406878605693008,2000,0.9623340620088359,False,389
madelon,feat_195,0.010737525104158003,0.6312911446777963,0.0,0.0053687625520790015,2000,0.9623340620088359,False,390
madelon,feat_215,0.010603112495483093,0.6355694536800706,0.0,0.005301556247741547,2000,0.962701118368986,False,391
madelon,feat_212,0.010326452824454815,0.6444136701187358,0.0,0.0051632264122274075,2000,0.962701118368986,False,392
madelon,feat_327,0.010282160755658793,0.6458343175628702,0.0,0.005141080377829396,2000,0.962701118368986,False,393
madelon,feat_30,0.010239675125925744,0.647198238512654,0.0,0.005119837562962872,2000,0.962701118368986,False,394
madelon,feat_166,0.003921254319614238,0.8608793760182141,0.0061951298953211165,0.005058192107467677,2000,0.9872469908465757,False,395
madelon,feat_427,0.010102597545753753,0.651606915208345,0.0,0.005051298772876876,2000,0.962701118368986,False,396
madelon,feat_82,0.004592808529592043,0.837361717206641,0.005320337408396325,0.004956572968994185,2000,0.986455019775347,False,397
madelon,feat_326,0.009794812599519658,0.6615501315455163,0.0,0.004897406299759829,2000,0.962701118368986,False,398
madelon,feat_170,0.009748276943288316,0.6630587604464884,0.0,0.004874138471644158,2000,0.962701118368986,False,399
madelon,feat_160,0.001171815539778327,0.9582319341435885,0.008563471585450788,0.004867643562614558,2000,0.9967859519547848,False,400
madelon,feat_369,0.005065569022101903,0.8208911380578534,0.004563097344538747,0.004814333183320325,2000,0.986455019775347,False,401
madelon,feat_291,0.004327822486685152,0.8466253469046153,0.005175412334106344,0.004751617410395748,2000,0.986455019775347,False,402
madelon,feat_141,0.004168339707852404,0.8522110084013627,0.0053176536950507725,0.004742996701451589,2000,0.986455019775347,False,403
madelon,feat_288,0.009389328182186655,0.6747409692858672,0.0,0.004694664091093328,2000,0.962701118368986,False,404
madelon,feat_387,0.009258915391847594,0.6790049946835481,4.5495297892328423e-05,0.004652205344869961,2000,0.962701118368986,False,405
madelon,feat_247,0.005746951965560035,0.7972922944847994,0.0034360991384962958,0.004591525552028165,2000,0.986455019775347,False,406
madelon,feat_33,0.004707871754821435,0.8333461553153012,0.004425668188727139,0.004566769971774287,2000,0.986455019775347,False,407
madelon,feat_342,0.00904618363024174,0.6859825805914597,0.0,0.00452309181512087,2000,0.962701118368986,False,408
madelon,feat_71,0.009014959365059702,0.6870090069758286,0.0,0.004507479682529851,2000,0.962701118368986,False,409
madelon,feat_373,0.007387030162337608,0.7412820890752353,0.0015604609909540823,0.004473745576645845,2000,0.9813828635173301,False,410
madelon,feat_401,0.008794993827451983,0.6942561228030972,0.0,0.0043974969137259914,2000,0.9634631934742649,False,411
madelon,feat_118,0.008662595167385326,0.6986317643261615,0.0,0.004331297583692663,2000,0.9634631934742649,False,412
madelon,feat_35,0.008637137185522843,0.6994742784623164,0.0,0.004318568592761422,2000,0.9634631934742649,False,413
madelon,feat_254,0.004124829892648828,0.8537361781212796,0.004466782833886018,0.004295806363267423,2000,0.986455019775347,False,414
madelon,feat_440,0.002346145272350574,0.9164889981641158,0.006222061991003391,0.0042841036316769825,2000,0.9967859519547848,False,415
madelon,feat_69,0.00851305786378793,0.7035858743683101,0.0,0.004256528931893965,2000,0.9664641131432831,False,416
madelon,feat_135,0.004083441319326224,0.8551874981956888,0.00440253923434808,0.004242990276837152,2000,0.986455019775347,False,417
madelon,feat_206,0.0083869237912965,0.7077744528513161,0.0,0.00419346189564825,2000,0.9682511459954655,False,418
madelon,feat_77,0.00679798749875417,0.7612584083954951,0.0014228829837359402,0.004110435241245055,2000,0.9813828635173301,False,419
madelon,feat_203,0.007007227060485576,0.7541434177034597,0.0012052411076384217,0.004106234084061999,2000,0.9813828635173301,False,420
madelon,feat_240,0.001654216168505672,0.9410640184972492,0.006472152178593538,0.0040631841735496044,2000,0.9967859519547848,False,421
madelon,feat_469,0.007804896602965397,0.7272149247705662,0.00030894391068314597,0.004056920256824271,2000,0.9748189340088019,False,422
madelon,feat_29,0.003997162269840399,0.8582145038719646,0.004056050510653497,0.004026606390246948,2000,0.986455019775347,False,423
madelon,feat_350,0.0028015760246617775,0.9003555547374323,0.0051300017636488615,0.00396578889415532,2000,0.9937475900363367,False,424
