dataset,variable,percentil,valor_raw,valor_processed,delta_abs
madelon,feat_59,0.25,463.0,463.0,0.0
madelon,feat_59,0.5,478.0,478.0,0.0
madelon,feat_59,0.75,492.0,492.0,0.0
madelon,feat_59,1.0,554.0,554.0,0.0
madelon,feat_60,0.0,400.0,400.0,0.0
madelon,feat_60,0.25,475.0,475.0,0.0
madelon,feat_60,0.5,488.0,488.0,0.0
madelon,feat_60,0.75,500.0,500.0,0.0
madelon,feat_60,1.0,558.0,558.0,0.0
madelon,feat_61,0.0,462.0,462.0,0.0
madelon,feat_61,0.25,477.0,477.0,0.0
madelon,feat_61,0.5,481.0,481.0,0.0
madelon,feat_61,0.75,486.0,486.0,0.0
madelon,feat_61,1.0,504.0,504.0,0.0
madelon,feat_62,0.0,377.0,377.0,0.0
madelon,feat_62,0.25,470.0,470.0,0.0
madelon,feat_62,0.5,493.0,493.0,0.0
madelon,feat_62,0.75,518.0,518.0,0.0
madelon,feat_62,1.0,641.0,641.0,0.0
madelon,feat_63,0.0,458.0,458.0,0.0
madelon,feat_63,0.25,474.0,474.0,0.0
madelon,feat_63,0.5,479.0,479.0,0.0
madelon,feat_63,0.75,483.0,483.0,0.0
madelon,feat_63,1.0,505.0,505.0,0.0
madelon,feat_64,0.0,214.0,214.0,0.0
madelon,feat_64,0.25,436.0,436.0,0.0
madelon,feat_64,0.5,500.5,500.5,0.0
madelon,feat_64,0.75,560.0,560.0,0.0
madelon,feat_64,1.0,768.0,768.0,0.0
madelon,feat_65,0.0,385.0,385.0,0.0
madelon,feat_65,0.25,486.0,486.0,0.0
madelon,feat_65,0.5,509.0,509.0,0.0
madelon,feat_65,0.75,535.0,535.0,0.0
madelon,feat_65,1.0,647.0,647.0,0.0
madelon,feat_66,0.0,373.0,373.0,0.0
madelon,feat_66,0.25,479.0,479.0,0.0
madelon,feat_66,0.5,504.0,504.0,0.0
madelon,feat_66,0.75,527.0,527.0,0.0
madelon,feat_66,1.0,641.0,641.0,0.0
madelon,feat_67,0.0,395.0,395.0,0.0
madelon,feat_67,0.25,476.0,476.0,0.0
madelon,feat_67,0.5,490.0,490.0,0.0
madelon,feat_67,0.75,504.0,504.0,0.0
madelon,feat_67,1.0,569.0,569.0,0.0
madelon,feat_68,0.0,462.0,462.0,0.0
madelon,feat_68,0.25,477.0,477.0,0.0
madelon,feat_68,0.5,481.0,481.0,0.0
madelon,feat_68,0.75,485.0,485.0,0.0
madelon,feat_68,1.0,498.0,498.0,0.0
madelon,feat_69,0.0,452.0,452.0,0.0
madelon,feat_69,0.25,472.0,472.0,0.0
madelon,feat_69,0.5,476.0,476.0,0.0
madelon,feat_69,0.75,481.0,481.0,0.0
madelon,feat_69,1.0,501.0,501.0,0.0
madelon,feat_70,0.0,362.0,362.0,0.0
madelon,feat_70,0.25,485.0,485.0,0.0
madelon,feat_70,0.5,513.0,513.0,0.0
madelon,feat_70,0.75,543.0,543.0,0.0
madelon,feat_70,1.0,668.0,668.0,0.0
madelon,feat_71,0.0,427.0,427.0,0.0
madelon,feat_71,0.25,479.0,479.0,0.0
madelon,feat_71,0.5,489.0,489.0,0.0
madelon,feat_71,0.75,498.0,498.0,0.0
madelon,feat_71,1.0,537.0,537.0,0.0
madelon,feat_72,0.0,402.0,402.0,0.0
madelon,feat_72,0.25,466.0,466.0,0.0
madelon,feat_72,0.5,482.0,482.0,0.0
madelon,feat_72,0.75,498.0,498.0,0.0
madelon,feat_72,1.0,568.0,568.0,0.0
madelon,feat_73,0.0,354.0,354.0,0.0
madelon,feat_73,0.25,460.0,460.0,0.0
madelon,feat_73,0.5,484.0,484.0,0.0
madelon,feat_73,0.75,508.0,508.0,0.0
madelon,feat_73,1.0,629.0,629.0,0.0
madelon,feat_74,0.0,456.0,456.0,0.0
madelon,feat_74,0.25,476.0,476.0,0.0
madelon,feat_74,0.5,480.0,480.0,0.0
madelon,feat_74,0.75,485.0,485.0,0.0
madelon,feat_74,1.0,508.0,508.0,0.0
madelon,feat_75,0.0,371.0,371.0,0.0
madelon,feat_75,0.25,474.0,474.0,0.0
madelon,feat_75,0.5,501.0,501.0,0.0
madelon,feat_75,0.75,529.0,529.0,0.0
madelon,feat_75,1.0,651.0,651.0,0.0
madelon,feat_76,0.0,446.0,446.0,0.0
madelon,feat_76,0.25,472.0,472.0,0.0
madelon,feat_76,0.5,479.0,479.0,0.0
madelon,feat_76,0.75,486.0,486.0,0.0
madelon,feat_76,1.0,513.0,513.0,0.0
madelon,feat_77,0.0,396.0,396.0,0.0
madelon,feat_77,0.25,466.0,466.0,0.0
madelon,feat_77,0.5,483.0,483.0,0.0
madelon,feat_77,0.75,501.0,501.0,0.0
madelon,feat_77,1.0,581.0,581.0,0.0
madelon,feat_78,0.0,379.0,379.0,0.0
madelon,feat_78,0.25,487.0,487.0,0.0
madelon,feat_78,0.5,513.0,513.0,0.0
madelon,feat_78,0.75,538.0,538.0,0.0
madelon,feat_78,1.0,640.0,640.0,0.0
madelon,feat_79,0.0,424.0,424.0,0.0
madelon,feat_79,0.25,469.0,469.0,0.0
madelon,feat_79,0.5,483.0,483.0,0.0
madelon,feat_79,0.75,496.0,496.0,0.0
madelon,feat_79,1.0,551.0,551.0,0.0
madelon,feat_80,0.0,415.0,415.0,0.0
madelon,feat_80,0.25,473.0,473.0,0.0
madelon,feat_80,0.5,490.0,490.0,0.0
madelon,feat_80,0.75,507.0,507.0,0.0
madelon,feat_80,1.0,584.0,584.0,0.0
madelon,feat_81,0.0,385.0,385.0,0.0
madelon,feat_81,0.25,486.0,486.0,0.0
madelon,feat_81,0.5,512.0,512.0,0.0
madelon,feat_81,0.75,539.0,539.0,0.0
madelon,feat_81,1.0,674.0,674.0,0.0
madelon,feat_82,0.0,396.0,396.0,0.0
madelon,feat_82,0.25,464.0,464.0,0.0
madelon,feat_82,0.5,484.0,484.0,0.0
madelon,feat_82,0.75,504.0,504.0,0.0
madelon,feat_82,1.0,613.0,613.0,0.0
madelon,feat_83,0.0,430.0,430.0,0.0
madelon,feat_83,0.25,474.0,474.0,0.0
madelon,feat_83,0.5,482.0,482.0,0.0
madelon,feat_83,0.75,490.0,490.0,0.0
madelon,feat_83,1.0,534.0,534.0,0.0
madelon,feat_84,0.0,372.0,372.0,0.0
madelon,feat_84,0.25,478.0,478.0,0.0
madelon,feat_84,0.5,505.0,505.0,0.0
madelon,feat_84,0.75,531.0,531.0,0.0
madelon,feat_84,1.0,647.0,647.0,0.0
madelon,feat_85,0.0,391.0,391.0,0.0
madelon,feat_85,0.25,468.0,468.0,0.0
madelon,feat_85,0.5,489.0,489.0,0.0
madelon,feat_85,0.75,511.0,511.0,0.0
madelon,feat_85,1.0,587.0,587.0,0.0
madelon,feat_86,0.0,458.0,458.0,0.0
madelon,feat_86,0.25,474.0,474.0,0.0
madelon,feat_86,0.5,477.0,477.0,0.0
madelon,feat_86,0.75,480.0,480.0,0.0
madelon,feat_86,1.0,494.0,494.0,0.0
madelon,feat_87,0.0,406.0,406.0,0.0
madelon,feat_87,0.25,470.0,470.0,0.0
madelon,feat_87,0.5,483.0,483.0,0.0
madelon,feat_87,0.75,496.0,496.0,0.0
madelon,feat_87,1.0,567.0,567.0,0.0
madelon,feat_88,0.0,454.0,454.0,0.0
madelon,feat_88,0.25,475.0,475.0,0.0
madelon,feat_88,0.5,479.0,479.0,0.0
madelon,feat_88,0.75,483.0,483.0,0.0
madelon,feat_88,1.0,507.0,507.0,0.0
madelon,feat_89,0.0,377.0,377.0,0.0
madelon,feat_89,0.25,484.0,484.0,0.0
madelon,feat_89,0.5,510.0,510.0,0.0
madelon,feat_89,0.75,541.0,541.0,0.0
madelon,feat_89,1.0,654.0,654.0,0.0
madelon,feat_90,0.0,474.0,474.0,0.0
madelon,feat_90,0.25,476.0,476.0,0.0
madelon,feat_90,0.5,476.0,476.0,0.0
madelon,feat_90,0.75,476.0,476.0,0.0
madelon,feat_90,1.0,478.0,478.0,0.0
madelon,feat_91,0.0,395.0,395.0,0.0
madelon,feat_91,0.25,485.0,485.0,0.0
madelon,feat_91,0.5,507.0,507.0,0.0
madelon,feat_91,0.75,531.0,531.0,0.0
madelon,feat_91,1.0,612.0,612.0,0.0
madelon,feat_92,0.0,399.0,399.0,0.0
madelon,feat_92,0.25,465.0,465.0,0.0
madelon,feat_92,0.5,479.0,479.0,0.0
madelon,feat_92,0.75,493.0,493.0,0.0
madelon,feat_92,1.0,551.0,551.0,0.0
madelon,feat_93,0.0,438.0,438.0,0.0
madelon,feat_93,0.25,480.0,480.0,0.0
madelon,feat_93,0.5,492.0,492.0,0.0
madelon,feat_93,0.75,505.0,505.0,0.0
madelon,feat_93,1.0,557.0,557.0,0.0
madelon,feat_94,0.0,452.0,452.0,0.0
madelon,feat_94,0.25,475.0,475.0,0.0
madelon,feat_94,0.5,481.0,481.0,0.0
madelon,feat_94,0.75,486.0,486.0,0.0
madelon,feat_94,1.0,508.0,508.0,0.0
madelon,feat_95,0.0,384.0,384.0,0.0
madelon,feat_95,0.25,475.0,475.0,0.0
madelon,feat_95,0.5,497.0,497.0,0.0
madelon,feat_95,0.75,519.0,519.0,0.0
madelon,feat_95,1.0,622.0,622.0,0.0
madelon,feat_96,0.0,468.0,468.0,0.0
madelon,feat_96,0.25,477.0,477.0,0.0
madelon,feat_96,0.5,479.0,479.0,0.0
madelon,feat_96,0.75,482.0,482.0,0.0
madelon,feat_96,1.0,492.0,492.0,0.0
madelon,feat_97,0.0,406.0,406.0,0.0
madelon,feat_97,0.25,463.0,463.0,0.0
madelon,feat_97,0.5,479.0,479.0,0.0
madelon,feat_97,0.75,494.0,494.0,0.0
madelon,feat_97,1.0,554.0,554.0,0.0
madelon,feat_98,0.0,412.0,412.0,0.0
madelon,feat_98,0.25,464.0,464.0,0.0
madelon,feat_98,0.5,476.0,476.0,0.0
madelon,feat_98,0.75,490.0,490.0,0.0
madelon,feat_98,1.0,545.0,545.0,0.0
madelon,feat_99,0.0,355.0,355.0,0.0
madelon,feat_99,0.25,457.0,457.0,0.0
madelon,feat_99,0.5,481.0,481.0,0.0
madelon,feat_99,0.75,504.0,504.0,0.0
madelon,feat_99,1.0,603.0,603.0,0.0
madelon,feat_100,0.0,448.0,448.0,0.0
madelon,feat_100,0.25,474.0,474.0,0.0
madelon,feat_100,0.5,480.0,480.0,0.0
madelon,feat_100,0.75,486.0,486.0,0.0
madelon,feat_100,1.0,510.0,510.0,0.0
madelon,feat_101,0.0,448.0,448.0,0.0
madelon,feat_101,0.25,475.0,475.0,0.0
madelon,feat_101,0.5,481.0,481.0,0.0
madelon,feat_101,0.75,486.0,486.0,0.0
madelon,feat_101,1.0,510.0,510.0,0.0
madelon,feat_102,0.0,460.0,460.0,0.0
madelon,feat_102,0.25,477.0,477.0,0.0
madelon,feat_102,0.5,481.0,481.0,0.0
madelon,feat_102,0.75,485.0,485.0,0.0
madelon,feat_102,1.0,506.0,506.0,0.0
madelon,feat_103,0.0,428.0,428.0,0.0
madelon,feat_103,0.25,469.0,469.0,0.0
madelon,feat_103,0.5,478.0,478.0,0.0
madelon,feat_103,0.75,487.0,487.0,0.0
madelon,feat_103,1.0,533.0,533.0,0.0
madelon,feat_104,0.0,361.0,361.0,0.0
madelon,feat_104,0.25,461.0,461.0,0.0
madelon,feat_104,0.5,483.0,483.0,0.0
madelon,feat_104,0.75,507.0,507.0,0.0
madelon,feat_104,1.0,645.0,645.0,0.0
madelon,feat_105,0.0,0.0,0.0,0.0
madelon,feat_105,0.25,408.75,408.75,0.0
madelon,feat_105,0.5,499.0,499.0,0.0
madelon,feat_105,0.75,599.0,599.0,0.0
madelon,feat_105,1.0,999.0,999.0,0.0
madelon,feat_106,0.0,349.0,349.0,0.0
madelon,feat_106,0.25,466.0,466.0,0.0
madelon,feat_106,0.5,484.0,484.0,0.0
madelon,feat_106,0.75,503.0,503.0,0.0
madelon,feat_106,1.0,577.0,577.0,0.0
madelon,feat_107,0.0,370.0,370.0,0.0
madelon,feat_107,0.25,468.0,468.0,0.0
madelon,feat_107,0.5,490.0,490.0,0.0
madelon,feat_107,0.75,513.0,513.0,0.0
madelon,feat_107,1.0,608.0,608.0,0.0
madelon,feat_108,0.0,391.0,391.0,0.0
madelon,feat_108,0.25,477.0,477.0,0.0
madelon,feat_108,0.5,499.0,499.0,0.0
madelon,feat_108,0.75,521.0,521.0,0.0
madelon,feat_108,1.0,608.0,608.0,0.0
madelon,feat_109,0.0,442.0,442.0,0.0
madelon,feat_109,0.25,474.0,474.0,0.0
madelon,feat_109,0.5,481.0,481.0,0.0
madelon,feat_109,0.75,487.0,487.0,0.0
madelon,feat_109,1.0,518.0,518.0,0.0
madelon,feat_110,0.0,392.0,392.0,0.0
madelon,feat_110,0.25,465.0,465.0,0.0
madelon,feat_110,0.5,488.0,488.0,0.0
madelon,feat_110,0.75,510.0,510.0,0.0
madelon,feat_110,1.0,610.0,610.0,0.0
madelon,feat_111,0.0,356.0,356.0,0.0
madelon,feat_111,0.25,452.0,452.0,0.0
madelon,feat_111,0.5,478.0,478.0,0.0
madelon,feat_111,0.75,506.0,506.0,0.0
madelon,feat_111,1.0,630.0,630.0,0.0
madelon,feat_112,0.0,450.0,450.0,0.0
madelon,feat_112,0.25,472.0,472.0,0.0
madelon,feat_112,0.5,477.0,477.0,0.0
madelon,feat_112,0.75,482.0,482.0,0.0
madelon,feat_112,1.0,506.0,506.0,0.0
madelon,feat_113,0.0,385.0,385.0,0.0
madelon,feat_113,0.25,475.0,475.0,0.0
madelon,feat_113,0.5,492.0,492.0,0.0
madelon,feat_113,0.75,508.0,508.0,0.0
madelon,feat_113,1.0,586.0,586.0,0.0
madelon,feat_114,0.0,353.0,353.0,0.0
madelon,feat_114,0.25,453.0,453.0,0.0
madelon,feat_114,0.5,478.0,478.0,0.0
madelon,feat_114,0.75,503.0,503.0,0.0
madelon,feat_114,1.0,617.0,617.0,0.0
madelon,feat_115,0.0,413.0,413.0,0.0
madelon,feat_115,0.25,468.0,468.0,0.0
madelon,feat_115,0.5,479.0,479.0,0.0
madelon,feat_115,0.75,490.0,490.0,0.0
madelon,feat_115,1.0,545.0,545.0,0.0
madelon,feat_116,0.0,418.0,418.0,0.0
madelon,feat_116,0.25,477.0,477.0,0.0
madelon,feat_116,0.5,489.0,489.0,0.0
madelon,feat_116,0.75,502.0,502.0,0.0
madelon,feat_116,1.0,564.0,564.0,0.0
madelon,feat_117,0.0,441.0,441.0,0.0
madelon,feat_117,0.25,475.0,475.0,0.0
madelon,feat_117,0.5,484.0,484.0,0.0
madelon,feat_117,0.75,492.0,492.0,0.0
madelon,feat_117,1.0,522.0,522.0,0.0
madelon,feat_118,0.0,389.0,389.0,0.0
madelon,feat_118,0.25,479.0,479.0,0.0
madelon,feat_118,0.5,497.0,497.0,0.0
madelon,feat_118,0.75,515.0,515.0,0.0
madelon,feat_118,1.0,592.0,592.0,0.0
madelon,feat_119,0.0,414.0,414.0,0.0
madelon,feat_119,0.25,473.0,473.0,0.0
madelon,feat_119,0.5,489.0,489.0,0.0
madelon,feat_119,0.75,505.0,505.0,0.0
madelon,feat_119,1.0,577.0,577.0,0.0
madelon,feat_120,0.0,469.0,469.0,0.0
madelon,feat_120,0.25,475.0,475.0,0.0
madelon,feat_120,0.5,476.0,476.0,0.0
madelon,feat_120,0.75,477.25,477.25,0.0
madelon,feat_120,1.0,485.0,485.0,0.0
madelon,feat_121,0.0,380.0,380.0,0.0
madelon,feat_121,0.25,464.0,464.0,0.0
madelon,feat_121,0.5,479.0,479.0,0.0
madelon,feat_121,0.75,495.0,495.0,0.0
madelon,feat_121,1.0,574.0,574.0,0.0
madelon,feat_122,0.0,437.0,437.0,0.0
madelon,feat_122,0.25,474.0,474.0,0.0
madelon,feat_122,0.5,481.0,481.0,0.0
madelon,feat_122,0.75,488.0,488.0,0.0
madelon,feat_122,1.0,518.0,518.0,0.0
madelon,feat_123,0.0,355.0,355.0,0.0
madelon,feat_123,0.25,454.0,454.0,0.0
madelon,feat_123,0.5,480.0,480.0,0.0
madelon,feat_123,0.75,508.0,508.0,0.0
madelon,feat_123,1.0,615.0,615.0,0.0
madelon,feat_124,0.0,406.0,406.0,0.0
madelon,feat_124,0.25,464.0,464.0,0.0
madelon,feat_124,0.5,479.0,479.0,0.0
madelon,feat_124,0.75,493.0,493.0,0.0
madelon,feat_124,1.0,553.0,553.0,0.0
madelon,feat_125,0.0,389.0,389.0,0.0
madelon,feat_125,0.25,481.0,481.0,0.0
madelon,feat_125,0.5,505.0,505.0,0.0
madelon,feat_125,0.75,528.25,528.25,0.0
madelon,feat_125,1.0,612.0,612.0,0.0
madelon,feat_126,0.0,440.0,440.0,0.0
madelon,feat_126,0.25,475.0,475.0,0.0
madelon,feat_126,0.5,483.0,483.0,0.0
madelon,feat_126,0.75,492.0,492.0,0.0
madelon,feat_126,1.0,530.0,530.0,0.0
madelon,feat_127,0.0,387.0,387.0,0.0
madelon,feat_127,0.25,483.0,483.0,0.0
madelon,feat_127,0.5,499.0,499.0,0.0
madelon,feat_127,0.75,515.0,515.0,0.0
madelon,feat_127,1.0,574.0,574.0,0.0
madelon,feat_128,0.0,435.0,435.0,0.0
madelon,feat_128,0.25,471.0,471.0,0.0
madelon,feat_128,0.5,479.0,479.0,0.0
madelon,feat_128,0.75,487.0,487.0,0.0
madelon,feat_128,1.0,516.0,516.0,0.0
madelon,feat_129,0.0,347.0,347.0,0.0
madelon,feat_129,0.25,459.75,459.75,0.0
madelon,feat_129,0.5,484.0,484.0,0.0
madelon,feat_129,0.75,508.0,508.0,0.0
madelon,feat_129,1.0,613.0,613.0,0.0
madelon,feat_130,0.0,401.0,401.0,0.0
madelon,feat_130,0.25,481.0,481.0,0.0
madelon,feat_130,0.5,500.0,500.0,0.0
madelon,feat_130,0.75,518.0,518.0,0.0
madelon,feat_130,1.0,618.0,618.0,0.0
madelon,feat_131,0.0,420.0,420.0,0.0
madelon,feat_131,0.25,472.0,472.0,0.0
madelon,feat_131,0.5,486.0,486.0,0.0
madelon,feat_131,0.75,499.0,499.0,0.0
madelon,feat_131,1.0,588.0,588.0,0.0
madelon,feat_132,0.0,402.0,402.0,0.0
madelon,feat_132,0.25,474.0,474.0,0.0
madelon,feat_132,0.5,488.0,488.0,0.0
madelon,feat_132,0.75,503.0,503.0,0.0
madelon,feat_132,1.0,558.0,558.0,0.0
madelon,feat_133,0.0,461.0,461.0,0.0
madelon,feat_133,0.25,475.0,475.0,0.0
madelon,feat_133,0.5,478.0,478.0,0.0
madelon,feat_133,0.75,480.0,480.0,0.0
madelon,feat_133,1.0,491.0,491.0,0.0
madelon,feat_134,0.0,403.0,403.0,0.0
madelon,feat_134,0.25,467.0,467.0,0.0
madelon,feat_134,0.5,485.0,485.0,0.0
madelon,feat_134,0.75,501.0,501.0,0.0
madelon,feat_134,1.0,562.0,562.0,0.0
madelon,feat_135,0.0,382.0,382.0,0.0
madelon,feat_135,0.25,476.0,476.0,0.0
madelon,feat_135,0.5,504.0,504.0,0.0
madelon,feat_135,0.75,533.0,533.0,0.0
madelon,feat_135,1.0,651.0,651.0,0.0
madelon,feat_136,0.0,369.0,369.0,0.0
madelon,feat_136,0.25,471.0,471.0,0.0
madelon,feat_136,0.5,499.0,499.0,0.0
madelon,feat_136,0.75,527.0,527.0,0.0
madelon,feat_136,1.0,648.0,648.0,0.0
madelon,feat_137,0.0,425.0,425.0,0.0
madelon,feat_137,0.25,478.0,478.0,0.0
madelon,feat_137,0.5,491.0,491.0,0.0
madelon,feat_137,0.75,505.0,505.0,0.0
madelon,feat_137,1.0,555.0,555.0,0.0
madelon,feat_138,0.0,461.0,461.0,0.0
madelon,feat_138,0.25,475.0,475.0,0.0
madelon,feat_138,0.5,480.0,480.0,0.0
madelon,feat_138,0.75,484.0,484.0,0.0
madelon,feat_138,1.0,503.0,503.0,0.0
madelon,feat_139,0.0,430.0,430.0,0.0
madelon,feat_139,0.25,473.0,473.0,0.0
madelon,feat_139,0.5,483.0,483.0,0.0
madelon,feat_139,0.75,493.0,493.0,0.0
madelon,feat_139,1.0,535.0,535.0,0.0
madelon,feat_140,0.0,427.0,427.0,0.0
madelon,feat_140,0.25,477.0,477.0,0.0
madelon,feat_140,0.5,493.0,493.0,0.0
madelon,feat_140,0.75,507.0,507.0,0.0
madelon,feat_140,1.0,566.0,566.0,0.0
madelon,feat_141,0.0,376.0,376.0,0.0
madelon,feat_141,0.25,483.0,483.0,0.0
madelon,feat_141,0.5,508.0,508.0,0.0
madelon,feat_141,0.75,532.25,532.25,0.0
madelon,feat_141,1.0,641.0,641.0,0.0
madelon,feat_142,0.0,443.0,443.0,0.0
madelon,feat_142,0.25,474.0,474.0,0.0
madelon,feat_142,0.5,482.0,482.0,0.0
madelon,feat_142,0.75,490.0,490.0,0.0
madelon,feat_142,1.0,524.0,524.0,0.0
madelon,feat_143,0.0,452.0,452.0,0.0
madelon,feat_143,0.25,477.0,477.0,0.0
madelon,feat_143,0.5,483.0,483.0,0.0
madelon,feat_143,0.75,489.0,489.0,0.0
madelon,feat_143,1.0,525.0,525.0,0.0
madelon,feat_144,0.0,421.0,421.0,0.0
madelon,feat_144,0.25,471.0,471.0,0.0
madelon,feat_144,0.5,483.0,483.0,0.0
madelon,feat_144,0.75,495.0,495.0,0.0
madelon,feat_144,1.0,549.0,549.0,0.0
madelon,feat_145,0.0,398.0,398.0,0.0
madelon,feat_145,0.25,473.0,473.0,0.0
madelon,feat_145,0.5,487.0,487.0,0.0
madelon,feat_145,0.75,501.0,501.0,0.0
madelon,feat_145,1.0,563.0,563.0,0.0
madelon,feat_146,0.0,468.0,468.0,0.0
madelon,feat_146,0.25,477.0,477.0,0.0
madelon,feat_146,0.5,480.0,480.0,0.0
madelon,feat_146,0.75,482.0,482.0,0.0
madelon,feat_146,1.0,495.0,495.0,0.0
madelon,feat_147,0.0,369.0,369.0,0.0
madelon,feat_147,0.25,472.0,472.0,0.0
madelon,feat_147,0.5,497.0,497.0,0.0
madelon,feat_147,0.75,520.0,520.0,0.0
madelon,feat_147,1.0,624.0,624.0,0.0
madelon,feat_148,0.0,462.0,462.0,0.0
madelon,feat_148,0.25,477.0,477.0,0.0
madelon,feat_148,0.5,480.0,480.0,0.0
madelon,feat_148,0.75,483.0,483.0,0.0
madelon,feat_148,1.0,497.0,497.0,0.0
madelon,feat_149,0.0,343.0,343.0,0.0
madelon,feat_149,0.25,471.0,471.0,0.0
madelon,feat_149,0.5,497.0,497.0,0.0
madelon,feat_149,0.75,524.0,524.0,0.0
madelon,feat_149,1.0,618.0,618.0,0.0
madelon,feat_150,0.0,325.0,325.0,0.0
madelon,feat_150,0.25,460.0,460.0,0.0
madelon,feat_150,0.5,487.5,487.5,0.0
madelon,feat_150,0.75,515.25,515.25,0.0
madelon,feat_150,1.0,612.0,612.0,0.0
madelon,feat_151,0.0,447.0,447.0,0.0
madelon,feat_151,0.25,476.0,476.0,0.0
madelon,feat_151,0.5,484.0,484.0,0.0
madelon,feat_151,0.75,492.0,492.0,0.0
madelon,feat_151,1.0,529.0,529.0,0.0
madelon,feat_152,0.0,437.0,437.0,0.0
madelon,feat_152,0.25,475.0,475.0,0.0
madelon,feat_152,0.5,482.0,482.0,0.0
madelon,feat_152,0.75,489.0,489.0,0.0
madelon,feat_152,1.0,517.0,517.0,0.0
madelon,feat_153,0.0,182.0,182.0,0.0
madelon,feat_153,0.25,417.0,417.0,0.0
madelon,feat_153,0.5,501.5,501.5,0.0
madelon,feat_153,0.75,586.0,586.0,0.0
madelon,feat_153,1.0,814.0,814.0,0.0
madelon,feat_154,0.0,472.0,472.0,0.0
madelon,feat_154,0.25,476.0,476.0,0.0
madelon,feat_154,0.5,477.0,477.0,0.0
madelon,feat_154,0.75,478.0,478.0,0.0
madelon,feat_154,1.0,481.0,481.0,0.0
madelon,feat_155,0.0,398.0,398.0,0.0
madelon,feat_155,0.25,470.0,470.0,0.0
madelon,feat_155,0.5,487.0,487.0,0.0
madelon,feat_155,0.75,504.0,504.0,0.0
madelon,feat_155,1.0,583.0,583.0,0.0
madelon,feat_156,0.0,406.0,406.0,0.0
madelon,feat_156,0.25,469.0,469.0,0.0
madelon,feat_156,0.5,483.0,483.0,0.0
madelon,feat_156,0.75,498.0,498.0,0.0
madelon,feat_156,1.0,554.0,554.0,0.0
madelon,feat_157,0.0,382.0,382.0,0.0
madelon,feat_157,0.25,462.0,462.0,0.0
madelon,feat_157,0.5,478.0,478.0,0.0
madelon,feat_157,0.75,495.0,495.0,0.0
madelon,feat_157,1.0,573.0,573.0,0.0
madelon,feat_158,0.0,419.0,419.0,0.0
madelon,feat_158,0.25,483.0,483.0,0.0
madelon,feat_158,0.5,499.0,499.0,0.0
madelon,feat_158,0.75,517.0,517.0,0.0
madelon,feat_158,1.0,589.0,589.0,0.0
madelon,feat_159,0.0,400.0,400.0,0.0
madelon,feat_159,0.25,483.0,483.0,0.0
madelon,feat_159,0.5,500.0,500.0,0.0
madelon,feat_159,0.75,517.0,517.0,0.0
madelon,feat_159,1.0,602.0,602.0,0.0
madelon,feat_160,0.0,379.0,379.0,0.0
madelon,feat_160,0.25,460.0,460.0,0.0
madelon,feat_160,0.5,478.0,478.0,0.0
madelon,feat_160,0.75,497.0,497.0,0.0
madelon,feat_160,1.0,563.0,563.0,0.0
madelon,feat_161,0.0,443.0,443.0,0.0
madelon,feat_161,0.25,471.0,471.0,0.0
madelon,feat_161,0.5,479.0,479.0,0.0
madelon,feat_161,0.75,486.0,486.0,0.0
madelon,feat_161,1.0,521.0,521.0,0.0
madelon,feat_162,0.0,438.0,438.0,0.0
madelon,feat_162,0.25,473.0,473.0,0.0
madelon,feat_162,0.5,481.0,481.0,0.0
madelon,feat_162,0.75,489.0,489.0,0.0
madelon,feat_162,1.0,518.0,518.0,0.0
madelon,feat_163,0.0,458.0,458.0,0.0
madelon,feat_163,0.25,476.0,476.0,0.0
madelon,feat_163,0.5,480.0,480.0,0.0
madelon,feat_163,0.75,484.0,484.0,0.0
madelon,feat_163,1.0,500.0,500.0,0.0
madelon,feat_164,0.0,335.0,335.0,0.0
madelon,feat_164,0.25,460.75,460.75,0.0
madelon,feat_164,0.5,489.0,489.0,0.0
madelon,feat_164,0.75,515.0,515.0,0.0
madelon,feat_164,1.0,661.0,661.0,0.0
madelon,feat_165,0.0,414.0,414.0,0.0
madelon,feat_165,0.25,471.0,471.0,0.0
madelon,feat_165,0.5,487.0,487.0,0.0
madelon,feat_165,0.75,504.0,504.0,0.0
madelon,feat_165,1.0,579.0,579.0,0.0
madelon,feat_166,0.0,471.0,471.0,0.0
madelon,feat_166,0.25,475.0,475.0,0.0
madelon,feat_166,0.5,476.0,476.0,0.0
madelon,feat_166,0.75,477.0,477.0,0.0
madelon,feat_166,1.0,481.0,481.0,0.0
madelon,feat_167,0.0,466.0,466.0,0.0
madelon,feat_167,0.25,476.0,476.0,0.0
madelon,feat_167,0.5,479.0,479.0,0.0
madelon,feat_167,0.75,482.0,482.0,0.0
madelon,feat_167,1.0,493.0,493.0,0.0
madelon,feat_168,0.0,473.0,473.0,0.0
madelon,feat_168,0.25,476.0,476.0,0.0
madelon,feat_168,0.5,477.0,477.0,0.0
madelon,feat_168,0.75,478.0,478.0,0.0
madelon,feat_168,1.0,481.0,481.0,0.0
madelon,feat_169,0.0,369.0,369.0,0.0
madelon,feat_169,0.25,481.0,481.0,0.0
madelon,feat_169,0.5,510.0,510.0,0.0
madelon,feat_169,0.75,541.0,541.0,0.0
madelon,feat_169,1.0,668.0,668.0,0.0
madelon,feat_170,0.0,350.0,350.0,0.0
madelon,feat_170,0.25,467.0,467.0,0.0
madelon,feat_170,0.5,495.0,495.0,0.0
madelon,feat_170,0.75,522.0,522.0,0.0
