dataset,variable,mediana_raw,mediana_processed,delta_mediana_abs,iqr_raw,iqr_processed,delta_iqr_abs,ks_statistic,ks_p_value,wasserstein_distance,psi,js_divergence,max_delta_percentil,spearman_raw_processed,score_shift
madelon,feat_161,479.0,479.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_162,481.0,481.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_163,480.0,480.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_164,489.0,489.0,0.0,54.25,54.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_165,487.0,487.0,0.0,33.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_166,476.0,476.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_167,479.0,479.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_168,477.0,477.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_169,510.0,510.0,0.0,60.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_170,495.0,495.0,0.0,55.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_171,512.0,512.0,0.0,54.25,54.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_172,505.0,505.0,0.0,52.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_173,477.0,477.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_174,476.0,476.0,0.0,21.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_175,500.0,500.0,0.0,55.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_176,483.0,483.0,0.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_177,480.0,480.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_178,484.0,484.0,0.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_179,504.0,504.0,0.0,55.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_180,504.0,504.0,0.0,49.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_181,513.0,513.0,0.0,52.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_182,477.0,477.0,0.0,36.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_183,479.0,479.0,0.0,30.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_184,488.0,488.0,0.0,20.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_185,487.0,487.0,0.0,33.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_186,497.0,497.0,0.0,57.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_187,492.0,492.0,0.0,37.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_188,517.5,517.5,0.0,59.0,59.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_189,479.0,479.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_190,481.0,481.0,0.0,33.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_191,491.0,491.0,0.0,32.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_192,496.0,496.0,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_193,505.0,505.0,0.0,57.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_194,512.0,512.0,0.0,58.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_195,484.0,484.0,0.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_196,479.0,479.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_197,483.0,483.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_198,477.0,477.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_199,487.0,487.0,0.0,40.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_200,491.0,491.0,0.0,29.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_201,488.0,488.0,0.0,29.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_202,490.0,490.0,0.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_203,509.0,509.0,0.0,56.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_204,488.0,488.0,0.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_205,476.0,476.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_206,505.0,505.0,0.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_207,479.0,479.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_208,481.0,481.0,0.0,20.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_209,491.0,491.0,0.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_210,487.0,487.0,0.0,19.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_211,491.0,491.0,0.0,52.25,52.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_212,481.0,481.0,0.0,34.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_213,488.0,488.0,0.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_214,480.0,480.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_215,503.0,503.0,0.0,52.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_216,503.0,503.0,0.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_217,481.0,481.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_218,487.0,487.0,0.0,35.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_219,485.0,485.0,0.0,14.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_220,477.5,477.5,0.0,40.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_221,497.0,497.0,0.0,56.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_222,492.0,492.0,0.0,37.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_223,488.0,488.0,0.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_224,493.5,493.5,0.0,49.0,49.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_225,500.0,500.0,0.0,37.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_226,485.0,485.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_227,477.0,477.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_228,476.0,476.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_229,494.0,494.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_230,480.0,480.0,0.0,20.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_231,483.0,483.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_232,478.0,478.0,0.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_233,484.0,484.0,0.0,24.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_234,492.0,492.0,0.0,29.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_235,496.0,496.0,0.0,31.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_236,483.0,483.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_237,478.0,478.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_238,476.0,476.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_239,478.0,478.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_240,498.0,498.0,0.0,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_241,498.5,498.5,0.0,89.0,89.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_242,490.0,490.0,0.0,37.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_243,479.0,479.0,0.0,20.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_244,507.0,507.0,0.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_245,510.0,510.0,0.0,46.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_246,478.0,478.0,0.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_247,479.0,479.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_248,481.0,481.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_249,499.0,499.0,0.0,37.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_250,490.0,490.0,0.0,41.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_251,494.0,494.0,0.0,39.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_252,477.0,477.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_253,508.0,508.0,0.0,45.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_254,478.0,478.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_255,492.0,492.0,0.0,42.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_256,501.0,501.0,0.0,53.25,53.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_257,492.0,492.0,0.0,56.25,56.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_258,485.0,485.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_259,485.0,485.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_260,490.0,490.0,0.0,22.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_261,479.0,479.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_262,494.0,494.0,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_263,485.0,485.0,0.0,44.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_264,479.0,479.0,0.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_265,494.0,494.0,0.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_266,500.0,500.0,0.0,55.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_267,489.0,489.0,0.0,19.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_268,484.0,484.0,0.0,39.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_269,492.0,492.0,0.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_270,484.0,484.0,0.0,19.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_271,499.0,499.0,0.0,55.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_272,485.0,485.0,0.0,57.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_273,487.0,487.0,0.0,55.25,55.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_274,477.0,477.0,0.0,20.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_275,485.0,485.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_276,476.0,476.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_277,495.0,495.0,0.0,43.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_278,496.0,496.0,0.0,29.25,29.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_279,493.0,493.0,0.0,43.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_280,477.0,477.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_281,480.0,480.0,0.0,87.0,87.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_282,482.0,482.0,0.0,23.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_283,476.0,476.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_284,504.0,504.0,0.0,45.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_285,491.0,491.0,0.0,41.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_286,478.0,478.0,0.0,39.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_287,484.0,484.0,0.0,56.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_288,480.0,480.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_289,493.0,493.0,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_290,491.0,491.0,0.0,40.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_291,503.0,503.0,0.0,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_292,496.0,496.0,0.0,30.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_293,476.0,476.0,0.0,8.25,8.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_294,486.0,486.0,0.0,56.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_295,497.0,497.0,0.0,45.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_296,475.0,475.0,0.0,32.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_297,500.5,500.5,0.0,41.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_298,496.0,496.0,0.0,32.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_299,497.0,497.0,0.0,29.25,29.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_300,481.0,481.0,0.0,45.25,45.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_301,490.0,490.0,0.0,19.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_302,478.0,478.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_303,491.0,491.0,0.0,33.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_304,494.0,494.0,0.0,43.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_305,485.0,485.0,0.0,40.25,40.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_306,481.0,481.0,0.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_307,481.0,481.0,0.0,12.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_308,499.0,499.0,0.0,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_309,476.0,476.0,0.0,30.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_310,486.0,486.0,0.0,36.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_311,480.0,480.0,0.0,23.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_312,501.0,501.0,0.0,42.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_313,498.0,498.0,0.0,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_314,481.0,481.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_315,487.0,487.0,0.0,40.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_316,477.0,477.0,0.0,13.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_317,481.0,481.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_318,486.0,486.0,0.0,78.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_319,511.0,511.0,0.0,57.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_320,483.0,483.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_321,484.0,484.0,0.0,38.0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_322,490.0,490.0,0.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_323,480.0,480.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_324,490.0,490.0,0.0,24.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_325,480.0,480.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_326,482.0,482.0,0.0,31.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_327,482.0,482.0,0.0,36.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_328,486.0,486.0,0.0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_329,516.0,516.0,0.0,55.0,55.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_330,487.0,487.0,0.0,43.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_331,479.0,479.0,0.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_332,476.0,476.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_333,488.0,488.0,0.0,39.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_334,495.0,495.0,0.0,47.25,47.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_335,488.0,488.0,0.0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_336,483.5,483.5,0.0,144.25,144.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_337,487.0,487.0,0.0,45.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_338,496.0,496.0,0.0,134.25,134.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_339,500.0,500.0,0.0,51.0,51.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_340,506.0,506.0,0.0,53.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_341,494.0,494.0,0.0,32.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_342,496.0,496.0,0.0,40.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_343,502.0,502.0,0.0,42.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_344,500.0,500.0,0.0,58.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_345,482.0,482.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_346,481.0,481.0,0.0,9.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_347,490.0,490.0,0.0,57.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_348,481.0,481.0,0.0,30.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_349,505.0,505.0,0.0,44.0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_350,481.0,481.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_351,478.0,478.0,0.0,54.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_352,485.0,485.0,0.0,47.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_353,482.5,482.5,0.0,17.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_354,493.0,493.0,0.0,26.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_355,484.0,484.0,0.0,22.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_356,504.0,504.0,0.0,50.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_357,477.0,477.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_358,507.0,507.0,0.0,47.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_359,497.0,497.0,0.0,54.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_360,483.0,483.0,0.0,43.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_361,491.0,491.0,0.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_362,478.0,478.0,0.0,56.0,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_363,486.0,486.0,0.0,33.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_364,481.0,481.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_365,495.0,495.0,0.0,53.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_366,495.0,495.0,0.0,35.25,35.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_367,484.0,484.0,0.0,16.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
madelon,feat_368,485.0,485.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
madelon,feat_369,498.0,498.0,0.0,53.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
