dataset,variable,nulos,valores_unicos,ratio_valores_unicos,frecuencia_moda,constante,baja_cardinalidad_relativa,moda_dominante
madelon,feat_427,0,201,0.1005,0.0185,False,False,False
madelon,feat_428,0,195,0.0975,0.0175,False,False,False
madelon,feat_429,0,31,0.0155,0.101,False,False,False
madelon,feat_430,0,126,0.063,0.0215,False,False,False
madelon,feat_431,0,170,0.085,0.021,False,False,False
madelon,feat_432,0,158,0.079,0.0195,False,False,False
madelon,feat_433,0,291,0.1455,0.0085,False,False,False
madelon,feat_434,0,120,0.06,0.0245,False,False,False
madelon,feat_435,0,207,0.1035,0.015,False,False,False
madelon,feat_436,0,75,0.0375,0.04,False,False,False
madelon,feat_437,0,221,0.1105,0.0155,False,False,False
madelon,feat_438,0,177,0.0885,0.019,False,False,False
madelon,feat_439,0,62,0.031,0.047,False,False,False
madelon,feat_440,0,213,0.1065,0.0165,False,False,False
madelon,feat_441,0,101,0.0505,0.0275,False,False,False
madelon,feat_442,0,428,0.214,0.0095,False,False,False
madelon,feat_443,0,238,0.119,0.0125,False,False,False
madelon,feat_444,0,114,0.057,0.027,False,False,False
madelon,feat_445,0,12,0.006,0.26,False,True,False
madelon,feat_446,0,72,0.036,0.0385,False,False,False
madelon,feat_447,0,69,0.0345,0.042,False,False,False
madelon,feat_448,0,220,0.11,0.0135,False,False,False
madelon,feat_449,0,67,0.0335,0.04,False,False,False
madelon,feat_450,0,91,0.0455,0.034,False,False,False
madelon,feat_451,0,51,0.0255,0.054,False,False,False
madelon,feat_452,0,113,0.0565,0.0285,False,False,False
madelon,feat_453,0,485,0.2425,0.008,False,False,False
madelon,feat_454,0,41,0.0205,0.068,False,False,False
madelon,feat_455,0,332,0.166,0.009,False,False,False
madelon,feat_456,0,38,0.019,0.0745,False,False,False
madelon,feat_457,0,169,0.0845,0.0185,False,False,False
madelon,feat_458,0,228,0.114,0.014,False,False,False
madelon,feat_459,0,175,0.0875,0.016,False,False,False
madelon,feat_460,0,186,0.093,0.0155,False,False,False
madelon,feat_461,0,135,0.0675,0.023,False,False,False
madelon,feat_462,0,180,0.09,0.017,False,False,False
madelon,feat_463,0,223,0.1115,0.0145,False,False,False
madelon,feat_464,0,105,0.0525,0.0255,False,False,False
madelon,feat_465,0,116,0.058,0.0265,False,False,False
madelon,feat_466,0,54,0.027,0.05,False,False,False
madelon,feat_467,0,186,0.093,0.0155,False,False,False
madelon,feat_468,0,114,0.057,0.0245,False,False,False
madelon,feat_469,0,212,0.106,0.016,False,False,False
madelon,feat_470,0,211,0.1055,0.013,False,False,False
madelon,feat_471,0,30,0.015,0.09,False,False,False
madelon,feat_472,0,217,0.1085,0.0145,False,False,False
madelon,feat_473,0,13,0.0065,0.235,False,True,False
madelon,feat_474,0,43,0.0215,0.0715,False,False,False
madelon,feat_475,0,317,0.1585,0.01,False,False,False
madelon,feat_476,0,97,0.0485,0.029,False,False,False
madelon,feat_477,0,100,0.05,0.0275,False,False,False
madelon,feat_478,0,196,0.098,0.016,False,False,False
madelon,feat_479,0,74,0.037,0.038,False,False,False
madelon,feat_480,0,114,0.057,0.0225,False,False,False
madelon,feat_481,0,153,0.0765,0.019,False,False,False
madelon,feat_482,0,64,0.032,0.0485,False,False,False
madelon,feat_483,0,189,0.0945,0.0165,False,False,False
madelon,feat_484,0,190,0.095,0.015,False,False,False
madelon,feat_485,0,72,0.036,0.0405,False,False,False
madelon,feat_486,0,62,0.031,0.0445,False,False,False
madelon,feat_487,0,185,0.0925,0.017,False,False,False
madelon,feat_488,0,133,0.0665,0.0225,False,False,False
madelon,feat_489,0,61,0.0305,0.051,False,False,False
madelon,feat_490,0,116,0.058,0.024,False,False,False
madelon,feat_491,0,29,0.0145,0.109,False,False,False
madelon,feat_492,0,137,0.0685,0.0225,False,False,False
madelon,feat_493,0,531,0.2655,0.0065,False,False,False
madelon,feat_494,0,190,0.095,0.016,False,False,False
madelon,feat_495,0,197,0.0985,0.017,False,False,False
madelon,feat_496,0,42,0.021,0.071,False,False,False
madelon,feat_497,0,82,0.041,0.0335,False,False,False
madelon,feat_498,0,195,0.0975,0.015,False,False,False
madelon,feat_499,0,150,0.075,0.0185,False,False,False
olive_oil,id,0,572,1.0,0.0017482517482517483,False,False,False
olive_oil,Area,0,3,0.005244755244755245,0.5646853146853147,False,True,False
olive_oil,palmitic,0,9,0.015734265734265736,0.36013986013986016,False,False,False
olive_oil,palmitoleic,0,309,0.5402097902097902,0.024475524475524476,False,False,False
olive_oil,stearic,0,175,0.30594405594405594,0.055944055944055944,False,False,False
olive_oil,oleic,0,138,0.24125874125874125,0.04195804195804196,False,False,False
olive_oil,linoleic,0,389,0.6800699300699301,0.013986013986013986,False,False,False
olive_oil,linolenic,0,344,0.6013986013986014,0.03146853146853147,False,False,False
olive_oil,arachidic,0,45,0.07867132867132867,0.06293706293706294,False,False,False
olive_oil,eicosenoic,0,76,0.13286713286713286,0.057692307692307696,False,False,False
olive_oil,other,0,44,0.07692307692307693,0.20104895104895104,False,False,False
