dataset,method,family,seed,k,feature,rank,score,selected,elapsed_seconds,sample_size,status,feature_key,source,has_previous_evidence,evidence_source
customer_churn,random_forest,embedded,42,15,gender_Male,10,0.016045952743743187,True,0.8118288777768612,5000,ok,gender_male,,False,
customer_churn,random_forest,embedded,42,10,contract_length_Annual,8,0.01958703616293074,True,0.8118288777768612,5000,ok,contract_length_annual,,False,
customer_churn,random_forest,embedded,42,15,contract_length_Annual,8,0.01958703616293074,True,0.8118288777768612,5000,ok,contract_length_annual,,False,
customer_churn,random_forest,embedded,42,5,contract_length_Monthly,5,0.1050418888910453,True,0.8118288777768612,5000,ok,contract_length_monthly,,False,
customer_churn,random_forest,embedded,42,10,contract_length_Monthly,5,0.1050418888910453,True,0.8118288777768612,5000,ok,contract_length_monthly,,False,
customer_churn,random_forest,embedded,42,15,contract_length_Monthly,5,0.1050418888910453,True,0.8118288777768612,5000,ok,contract_length_monthly,,False,
customer_churn,random_forest,embedded,42,10,contract_length_Quarterly,7,0.01997767926680157,True,0.8118288777768612,5000,ok,contract_length_quarterly,,False,
customer_churn,random_forest,embedded,42,15,contract_length_Quarterly,7,0.01997767926680157,True,0.8118288777768612,5000,ok,contract_length_quarterly,,False,
customer_churn,linear_svm,embedded,42,15,age,11,0.11650668135816565,True,0.003085268661379814,5000,ok,age,,False,
customer_churn,linear_svm,embedded,42,15,tenure,14,0.05540286719589336,True,0.003085268661379814,5000,ok,tenure,,False,
customer_churn,linear_svm,embedded,42,15,usage_frequency,13,0.06017178601780479,True,0.003085268661379814,5000,ok,usage_frequency,,False,
customer_churn,linear_svm,embedded,42,4,support_calls,2,0.7626964228392366,True,0.003085268661379814,5000,ok,support_calls,,False,
customer_churn,linear_svm,embedded,42,5,support_calls,2,0.7626964228392366,True,0.003085268661379814,5000,ok,support_calls,,False,
customer_churn,linear_svm,embedded,42,10,support_calls,2,0.7626964228392366,True,0.003085268661379814,5000,ok,support_calls,,False,
customer_churn,linear_svm,embedded,42,15,support_calls,2,0.7626964228392366,True,0.003085268661379814,5000,ok,support_calls,,False,
customer_churn,linear_svm,embedded,42,10,payment_delay,7,0.27252014998105084,True,0.003085268661379814,5000,ok,payment_delay,,False,
customer_churn,linear_svm,embedded,42,15,payment_delay,7,0.27252014998105084,True,0.003085268661379814,5000,ok,payment_delay,,False,
customer_churn,linear_svm,embedded,42,5,total_spend,5,0.4932437452121317,True,0.003085268661379814,5000,ok,total_spend,,False,
customer_churn,linear_svm,embedded,42,10,total_spend,5,0.4932437452121317,True,0.003085268661379814,5000,ok,total_spend,,False,
customer_churn,linear_svm,embedded,42,15,total_spend,5,0.4932437452121317,True,0.003085268661379814,5000,ok,total_spend,,False,
customer_churn,linear_svm,embedded,42,10,last_interaction,9,0.16788527061657876,True,0.003085268661379814,5000,ok,last_interaction,,False,
customer_churn,linear_svm,embedded,42,15,last_interaction,9,0.16788527061657876,True,0.003085268661379814,5000,ok,last_interaction,,False,
customer_churn,linear_svm,embedded,42,10,gender_Female,6,0.33309861445374084,True,0.003085268661379814,5000,ok,gender_female,,False,
customer_churn,linear_svm,embedded,42,15,gender_Female,6,0.33309861445374084,True,0.003085268661379814,5000,ok,gender_female,,False,
customer_churn,linear_svm,embedded,42,15,gender_Male,15,0.02550005791185593,True,0.003085268661379814,5000,ok,gender_male,,False,
customer_churn,linear_svm,embedded,42,4,contract_length_Annual,4,0.5321633082622411,True,0.003085268661379814,5000,ok,contract_length_annual,,False,
customer_churn,linear_svm,embedded,42,5,contract_length_Annual,4,0.5321633082622411,True,0.003085268661379814,5000,ok,contract_length_annual,,False,
customer_churn,linear_svm,embedded,42,10,contract_length_Annual,4,0.5321633082622411,True,0.003085268661379814,5000,ok,contract_length_annual,,False,
customer_churn,linear_svm,embedded,42,15,contract_length_Annual,4,0.5321633082622411,True,0.003085268661379814,5000,ok,contract_length_annual,,False,
customer_churn,linear_svm,embedded,42,1,contract_length_Monthly,1,1.425030380517491,True,0.003085268661379814,5000,ok,contract_length_monthly,,False,
customer_churn,linear_svm,embedded,42,4,contract_length_Monthly,1,1.425030380517491,True,0.003085268661379814,5000,ok,contract_length_monthly,,False,
customer_churn,linear_svm,embedded,42,5,contract_length_Monthly,1,1.425030380517491,True,0.003085268661379814,5000,ok,contract_length_monthly,,False,
customer_churn,linear_svm,embedded,42,10,contract_length_Monthly,1,1.425030380517491,True,0.003085268661379814,5000,ok,contract_length_monthly,,False,
customer_churn,linear_svm,embedded,42,15,contract_length_Monthly,1,1.425030380517491,True,0.003085268661379814,5000,ok,contract_length_monthly,,False,
customer_churn,linear_svm,embedded,42,4,contract_length_Quarterly,3,0.5342683998896869,True,0.003085268661379814,5000,ok,contract_length_quarterly,,False,
customer_churn,linear_svm,embedded,42,5,contract_length_Quarterly,3,0.5342683998896869,True,0.003085268661379814,5000,ok,contract_length_quarterly,,False,
customer_churn,linear_svm,embedded,42,10,contract_length_Quarterly,3,0.5342683998896869,True,0.003085268661379814,5000,ok,contract_length_quarterly,,False,
customer_churn,linear_svm,embedded,42,15,contract_length_Quarterly,3,0.5342683998896869,True,0.003085268661379814,5000,ok,contract_length_quarterly,,False,
madelon,variance,filtros,42,5,feat_26,2,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_26,,False,
madelon,variance,filtros,42,10,feat_26,2,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_26,,False,
madelon,variance,filtros,42,15,feat_26,2,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_26,,False,
madelon,variance,filtros,42,20,feat_26,2,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_26,,False,
madelon,variance,filtros,42,22,feat_26,2,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_26,,False,
madelon,variance,filtros,42,30,feat_26,2,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_26,,False,
madelon,variance,filtros,42,50,feat_26,2,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_26,,False,
madelon,variance,filtros,42,5,feat_29,4,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_29,,False,
madelon,variance,filtros,42,10,feat_29,4,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_29,,False,
madelon,variance,filtros,42,15,feat_29,4,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_29,,False,
madelon,variance,filtros,42,20,feat_29,4,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_29,,False,
madelon,variance,filtros,42,22,feat_29,4,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_29,,False,
madelon,variance,filtros,42,30,feat_29,4,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_29,,False,
madelon,variance,filtros,42,50,feat_29,4,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_29,,False,
madelon,variance,filtros,42,20,feat_43,17,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_43,,False,
madelon,variance,filtros,42,22,feat_43,17,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_43,,False,
madelon,variance,filtros,42,30,feat_43,17,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_43,,False,
madelon,variance,filtros,42,50,feat_43,17,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_43,,False,
madelon,variance,filtros,42,50,feat_50,34,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_50,,False,
madelon,variance,filtros,42,50,feat_57,36,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_57,,False,
madelon,variance,filtros,42,50,feat_58,37,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_58,,False,
madelon,variance,filtros,42,50,feat_61,38,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_61,,False,
madelon,variance,filtros,42,50,feat_77,49,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_77,,False,
madelon,variance,filtros,42,50,feat_78,50,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_78,,False,
madelon,variance,filtros,42,50,feat_289,46,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_289,,False,
madelon,variance,filtros,42,50,feat_295,47,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_295,,False,
madelon,variance,filtros,42,50,feat_299,48,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_299,,False,
madelon,variance,filtros,42,50,feat_316,44,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_316,,False,
madelon,variance,filtros,42,50,feat_317,45,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_317,,False,
madelon,variance,filtros,42,50,feat_325,43,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_325,,False,
madelon,variance,filtros,42,50,feat_340,39,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_340,,False,
madelon,variance,filtros,42,50,feat_341,40,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_341,,False,
madelon,variance,filtros,42,50,feat_343,41,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_343,,False,
madelon,variance,filtros,42,50,feat_347,42,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_347,,False,
madelon,variance,filtros,42,30,feat_354,30,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_354,,False,
madelon,variance,filtros,42,50,feat_354,30,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_354,,False,
madelon,variance,filtros,42,50,feat_360,32,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_360,,False,
madelon,variance,filtros,42,50,feat_363,33,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_363,,False,
madelon,variance,filtros,42,30,feat_374,25,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_374,,False,
madelon,variance,filtros,42,50,feat_374,25,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_374,,False,
madelon,variance,filtros,42,30,feat_380,27,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_380,,False,
madelon,variance,filtros,42,50,feat_380,27,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_380,,False,
madelon,variance,filtros,42,30,feat_381,28,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_381,,False,
madelon,variance,filtros,42,50,feat_381,28,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_381,,False,
madelon,variance,filtros,42,30,feat_382,29,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_382,,False,
madelon,variance,filtros,42,50,feat_382,29,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_382,,False,
madelon,variance,filtros,42,20,feat_385,18,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_385,,False,
madelon,variance,filtros,42,22,feat_385,18,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_385,,False,
madelon,variance,filtros,42,30,feat_385,18,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_385,,False,
madelon,variance,filtros,42,50,feat_385,18,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_385,,False,
madelon,variance,filtros,42,20,feat_389,19,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_389,,False,
madelon,variance,filtros,42,22,feat_389,19,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_389,,False,
madelon,variance,filtros,42,30,feat_389,19,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_389,,False,
madelon,variance,filtros,42,50,feat_389,19,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_389,,False,
madelon,variance,filtros,42,20,feat_390,20,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_390,,False,
madelon,variance,filtros,42,22,feat_390,20,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_390,,False,
madelon,variance,filtros,42,30,feat_390,20,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_390,,False,
madelon,variance,filtros,42,50,feat_390,20,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_390,,False,
madelon,variance,filtros,42,22,feat_394,21,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_394,,False,
madelon,variance,filtros,42,30,feat_394,21,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_394,,False,
madelon,variance,filtros,42,50,feat_394,21,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_394,,False,
madelon,variance,filtros,42,22,feat_395,22,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_395,,False,
madelon,variance,filtros,42,30,feat_395,22,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_395,,False,
madelon,variance,filtros,42,50,feat_395,22,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_395,,False,
madelon,variance,filtros,42,30,feat_396,23,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_396,,False,
madelon,variance,filtros,42,50,feat_396,23,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_396,,False,
madelon,variance,filtros,42,30,feat_397,24,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_397,,False,
madelon,variance,filtros,42,50,feat_397,24,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_397,,False,
madelon,variance,filtros,42,15,feat_400,14,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_400,,False,
madelon,variance,filtros,42,20,feat_400,14,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_400,,False,
madelon,variance,filtros,42,22,feat_400,14,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_400,,False,
madelon,variance,filtros,42,30,feat_400,14,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_400,,False,
madelon,variance,filtros,42,50,feat_400,14,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_400,,False,
madelon,variance,filtros,42,15,feat_404,15,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_404,,False,
madelon,variance,filtros,42,20,feat_404,15,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_404,,False,
madelon,variance,filtros,42,22,feat_404,15,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_404,,False,
madelon,variance,filtros,42,30,feat_404,15,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_404,,False,
madelon,variance,filtros,42,50,feat_404,15,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_404,,False,
madelon,variance,filtros,42,20,feat_410,16,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_410,,False,
madelon,variance,filtros,42,22,feat_410,16,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_410,,False,
madelon,variance,filtros,42,30,feat_410,16,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_410,,False,
madelon,variance,filtros,42,50,feat_410,16,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_410,,False,
madelon,variance,filtros,42,15,feat_428,13,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_428,,False,
madelon,variance,filtros,42,20,feat_428,13,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_428,,False,
madelon,variance,filtros,42,22,feat_428,13,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_428,,False,
madelon,variance,filtros,42,30,feat_428,13,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_428,,False,
madelon,variance,filtros,42,50,feat_428,13,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_428,,False,
madelon,variance,filtros,42,5,feat_454,1,1.0007147962830598,True,0.0016796654090285301,1400,ok,feat_454,,False,
madelon,variance,filtros,42,10,feat_454,1,1.0007147962830598,True,0.0016796654090285301,1400,ok,feat_454,,False,
madelon,variance,filtros,42,15,feat_454,1,1.0007147962830598,True,0.0016796654090285301,1400,ok,feat_454,,False,
madelon,variance,filtros,42,20,feat_454,1,1.0007147962830598,True,0.0016796654090285301,1400,ok,feat_454,,False,
madelon,variance,filtros,42,22,feat_454,1,1.0007147962830598,True,0.0016796654090285301,1400,ok,feat_454,,False,
madelon,variance,filtros,42,30,feat_454,1,1.0007147962830598,True,0.0016796654090285301,1400,ok,feat_454,,False,
madelon,variance,filtros,42,50,feat_454,1,1.0007147962830598,True,0.0016796654090285301,1400,ok,feat_454,,False,
madelon,variance,filtros,42,5,feat_464,3,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_464,,False,
madelon,variance,filtros,42,10,feat_464,3,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_464,,False,
madelon,variance,filtros,42,15,feat_464,3,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_464,,False,
madelon,variance,filtros,42,20,feat_464,3,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_464,,False,
madelon,variance,filtros,42,22,feat_464,3,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_464,,False,
madelon,variance,filtros,42,30,feat_464,3,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_464,,False,
madelon,variance,filtros,42,50,feat_464,3,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_464,,False,
madelon,variance,filtros,42,10,feat_466,8,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_466,,False,
madelon,variance,filtros,42,15,feat_466,8,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_466,,False,
madelon,variance,filtros,42,20,feat_466,8,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_466,,False,
madelon,variance,filtros,42,22,feat_466,8,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_466,,False,
madelon,variance,filtros,42,30,feat_466,8,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_466,,False,
madelon,variance,filtros,42,50,feat_466,8,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_466,,False,
madelon,variance,filtros,42,5,feat_471,5,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_471,,False,
madelon,variance,filtros,42,10,feat_471,5,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_471,,False,
madelon,variance,filtros,42,15,feat_471,5,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_471,,False,
madelon,variance,filtros,42,20,feat_471,5,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_471,,False,
madelon,variance,filtros,42,22,feat_471,5,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_471,,False,
madelon,variance,filtros,42,30,feat_471,5,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_471,,False,
madelon,variance,filtros,42,50,feat_471,5,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_471,,False,
madelon,variance,filtros,42,10,feat_474,6,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_474,,False,
madelon,variance,filtros,42,15,feat_474,6,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_474,,False,
madelon,variance,filtros,42,20,feat_474,6,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_474,,False,
madelon,variance,filtros,42,22,feat_474,6,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_474,,False,
madelon,variance,filtros,42,30,feat_474,6,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_474,,False,
madelon,variance,filtros,42,50,feat_474,6,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_474,,False,
madelon,variance,filtros,42,10,feat_477,9,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_477,,False,
madelon,variance,filtros,42,15,feat_477,9,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_477,,False,
madelon,variance,filtros,42,20,feat_477,9,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_477,,False,
madelon,variance,filtros,42,22,feat_477,9,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_477,,False,
madelon,variance,filtros,42,30,feat_477,9,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_477,,False,
madelon,variance,filtros,42,50,feat_477,9,1.0007147962830596,True,0.0016796654090285301,1400,ok,feat_477,,False,
madelon,f_classif,filtros supervisados,42,50,feat_26,35,4.6897465585287526,True,0.0022332286462187767,1400,ok,feat_26,,False,
madelon,f_classif,filtros supervisados,42,50,feat_43,50,3.52958979882202,True,0.0022332286462187767,1400,ok,feat_43,,False,
madelon,f_classif,filtros supervisados,42,30,feat_44,28,5.171731340897756,True,0.0022332286462187767,1400,ok,feat_44,,False,
madelon,f_classif,filtros supervisados,42,50,feat_44,28,5.171731340897756,True,0.0022332286462187767,1400,ok,feat_44,,False,
madelon,f_classif,filtros supervisados,42,50,feat_85,42,4.3815253975114254,True,0.0022332286462187767,1400,ok,feat_85,,False,
madelon,f_classif,filtros supervisados,42,50,feat_120,33,4.927301010584511,True,0.0022332286462187767,1400,ok,feat_120,,False,
madelon,f_classif,filtros supervisados,42,50,feat_139,38,4.615080216277269,True,0.0022332286462187767,1400,ok,feat_139,,False,
madelon,f_classif,filtros supervisados,42,50,feat_146,44,4.159854158006068,True,0.0022332286462187767,1400,ok,feat_146,,False,
madelon,f_classif,filtros supervisados,42,50,feat_175,48,3.8584603652467613,True,0.0022332286462187767,1400,ok,feat_175,,False,
madelon,f_classif,filtros supervisados,42,30,feat_196,29,5.1612833182127975,True,0.0022332286462187767,1400,ok,feat_196,,False,
madelon,f_classif,filtros supervisados,42,50,feat_196,29,5.1612833182127975,True,0.0022332286462187767,1400,ok,feat_196,,False,
madelon,f_classif,filtros supervisados,42,50,feat_251,40,4.509348155787084,True,0.0022332286462187767,1400,ok,feat_251,,False,
madelon,f_classif,filtros supervisados,42,50,feat_253,47,3.9434736309397955,True,0.0022332286462187767,1400,ok,feat_253,,False,
madelon,f_classif,filtros supervisados,42,15,feat_264,15,8.14764625352794,True,0.0022332286462187767,1400,ok,feat_264,,False,
madelon,f_classif,filtros supervisados,42,20,feat_264,15,8.14764625352794,True,0.0022332286462187767,1400,ok,feat_264,,False,
madelon,f_classif,filtros supervisados,42,22,feat_264,15,8.14764625352794,True,0.0022332286462187767,1400,ok,feat_264,,False,
madelon,f_classif,filtros supervisados,42,30,feat_264,15,8.14764625352794,True,0.0022332286462187767,1400,ok,feat_264,,False,
madelon,f_classif,filtros supervisados,42,50,feat_264,15,8.14764625352794,True,0.0022332286462187767,1400,ok,feat_264,,False,
madelon,f_classif,filtros supervisados,42,22,feat_294,22,6.1011709210922715,True,0.0022332286462187767,1400,ok,feat_294,,False,
madelon,f_classif,filtros supervisados,42,30,feat_294,22,6.1011709210922715,True,0.0022332286462187767,1400,ok,feat_294,,False,
madelon,f_classif,filtros supervisados,42,50,feat_294,22,6.1011709210922715,True,0.0022332286462187767,1400,ok,feat_294,,False,
madelon,f_classif,filtros supervisados,42,50,feat_309,32,4.960566096402732,True,0.0022332286462187767,1400,ok,feat_309,,False,
madelon,f_classif,filtros supervisados,42,10,feat_338,9,18.261026463533273,True,0.0022332286462187767,1400,ok,feat_338,,False,
madelon,f_classif,filtros supervisados,42,15,feat_338,9,18.261026463533273,True,0.0022332286462187767,1400,ok,feat_338,,False,
madelon,f_classif,filtros supervisados,42,20,feat_338,9,18.261026463533273,True,0.0022332286462187767,1400,ok,feat_338,,False,
madelon,f_classif,filtros supervisados,42,22,feat_338,9,18.261026463533273,True,0.0022332286462187767,1400,ok,feat_338,,False,
madelon,f_classif,filtros supervisados,42,30,feat_338,9,18.261026463533273,True,0.0022332286462187767,1400,ok,feat_338,,False,
madelon,f_classif,filtros supervisados,42,50,feat_338,9,18.261026463533273,True,0.0022332286462187767,1400,ok,feat_338,,False,
madelon,f_classif,filtros supervisados,42,50,feat_347,36,4.6782969909536485,True,0.0022332286462187767,1400,ok,feat_347,,False,
madelon,f_classif,filtros supervisados,42,50,feat_410,39,4.532651594318793,True,0.0022332286462187767,1400,ok,feat_410,,False,
madelon,f_classif,filtros supervisados,42,20,feat_438,20,6.314021562782289,True,0.0022332286462187767,1400,ok,feat_438,,False,
madelon,f_classif,filtros supervisados,42,22,feat_438,20,6.314021562782289,True,0.0022332286462187767,1400,ok,feat_438,,False,
madelon,f_classif,filtros supervisados,42,30,feat_438,20,6.314021562782289,True,0.0022332286462187767,1400,ok,feat_438,,False,
madelon,f_classif,filtros supervisados,42,50,feat_438,20,6.314021562782289,True,0.0022332286462187767,1400,ok,feat_438,,False,
madelon,f_classif,filtros supervisados,42,50,feat_454,45,4.048869786114453,True,0.0022332286462187767,1400,ok,feat_454,,False,
madelon,f_classif,filtros supervisados,42,30,feat_458,25,5.701161668975114,True,0.0022332286462187767,1400,ok,feat_458,,False,
madelon,f_classif,filtros supervisados,42,50,feat_458,25,5.701161668975114,True,0.0022332286462187767,1400,ok,feat_458,,False,
madelon,f_classif,filtros supervisados,42,20,feat_468,17,7.568049236967148,True,0.0022332286462187767,1400,ok,feat_468,,False,
madelon,f_classif,filtros supervisados,42,22,feat_468,17,7.568049236967148,True,0.0022332286462187767,1400,ok,feat_468,,False,
madelon,f_classif,filtros supervisados,42,30,feat_468,17,7.568049236967148,True,0.0022332286462187767,1400,ok,feat_468,,False,
madelon,f_classif,filtros supervisados,42,50,feat_468,17,7.568049236967148,True,0.0022332286462187767,1400,ok,feat_468,,False,
madelon,f_classif,filtros supervisados,42,30,feat_481,23,5.961895801685124,True,0.0022332286462187767,1400,ok,feat_481,,False,
madelon,f_classif,filtros supervisados,42,50,feat_481,23,5.961895801685124,True,0.0022332286462187767,1400,ok,feat_481,,False,
madelon,f_classif,filtros supervisados,42,20,feat_497,19,6.325237699902223,True,0.0022332286462187767,1400,ok,feat_497,,False,
madelon,f_classif,filtros supervisados,42,22,feat_497,19,6.325237699902223,True,0.0022332286462187767,1400,ok,feat_497,,False,
madelon,f_classif,filtros supervisados,42,30,feat_497,19,6.325237699902223,True,0.0022332286462187767,1400,ok,feat_497,,False,
madelon,f_classif,filtros supervisados,42,50,feat_497,19,6.325237699902223,True,0.0022332286462187767,1400,ok,feat_497,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_2,27,0.023956089944728864,True,0.9828604506328702,1400,ok,feat_2,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_2,27,0.023956089944728864,True,0.9828604506328702,1400,ok,feat_2,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_6,44,0.020118313296221935,True,0.9828604506328702,1400,ok,feat_6,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_25,22,0.025755637981340396,True,0.9828604506328702,1400,ok,feat_25,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_25,22,0.025755637981340396,True,0.9828604506328702,1400,ok,feat_25,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_25,22,0.025755637981340396,True,0.9828604506328702,1400,ok,feat_25,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_29,21,0.0258462483237476,True,0.9828604506328702,1400,ok,feat_29,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_29,21,0.0258462483237476,True,0.9828604506328702,1400,ok,feat_29,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_29,21,0.0258462483237476,True,0.9828604506328702,1400,ok,feat_29,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_36,25,0.02470895784443461,True,0.9828604506328702,1400,ok,feat_36,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_36,25,0.02470895784443461,True,0.9828604506328702,1400,ok,feat_36,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_38,32,0.023327523845243503,True,0.9828604506328702,1400,ok,feat_38,,False,
madelon,mutual_info,filtros supervisados,42,50,feat_51,35,0.022978950383224284,True,0.9828604506328702,1400,ok,feat_51,,False,
madelon,mutual_info,filtros supervisados,42,15,feat_86,11,0.029351666734517723,True,0.9828604506328702,1400,ok,feat_86,,False,
madelon,mutual_info,filtros supervisados,42,20,feat_86,11,0.029351666734517723,True,0.9828604506328702,1400,ok,feat_86,,False,
madelon,mutual_info,filtros supervisados,42,22,feat_86,11,0.029351666734517723,True,0.9828604506328702,1400,ok,feat_86,,False,
madelon,mutual_info,filtros supervisados,42,30,feat_86,11,0.029351666734517723,True,0.9828604506328702,1400,ok,feat_86,,False,
