dataset,variable,valores_unicos,ratio_valores_unicos,frecuencia_moda,constante,baja_cardinalidad_relativa,moda_dominante_98
madelon,feat_463,223,0.1115,0.0145,False,False,False
madelon,feat_464,105,0.0525,0.0255,False,False,False
madelon,feat_465,116,0.058,0.0265,False,False,False
madelon,feat_466,54,0.027,0.05,False,False,False
madelon,feat_467,186,0.093,0.0155,False,False,False
madelon,feat_468,114,0.057,0.0245,False,False,False
madelon,feat_469,212,0.106,0.016,False,False,False
madelon,feat_470,211,0.1055,0.013,False,False,False
madelon,feat_471,30,0.015,0.09,False,False,False
madelon,feat_472,217,0.1085,0.0145,False,False,False
madelon,feat_473,13,0.0065,0.235,False,True,False
madelon,feat_474,43,0.0215,0.0715,False,False,False
madelon,feat_475,317,0.1585,0.01,False,False,False
madelon,feat_476,97,0.0485,0.029,False,False,False
madelon,feat_477,100,0.05,0.0275,False,False,False
madelon,feat_478,196,0.098,0.016,False,False,False
madelon,feat_479,74,0.037,0.038,False,False,False
madelon,feat_480,114,0.057,0.0225,False,False,False
madelon,feat_481,153,0.0765,0.019,False,False,False
madelon,feat_482,64,0.032,0.0485,False,False,False
madelon,feat_483,189,0.0945,0.0165,False,False,False
madelon,feat_484,190,0.095,0.015,False,False,False
madelon,feat_485,72,0.036,0.0405,False,False,False
madelon,feat_486,62,0.031,0.0445,False,False,False
madelon,feat_487,185,0.0925,0.017,False,False,False
madelon,feat_488,133,0.0665,0.0225,False,False,False
madelon,feat_489,61,0.0305,0.051,False,False,False
madelon,feat_490,116,0.058,0.024,False,False,False
madelon,feat_491,29,0.0145,0.109,False,False,False
madelon,feat_492,137,0.0685,0.0225,False,False,False
madelon,feat_493,531,0.2655,0.0065,False,False,False
madelon,feat_494,190,0.095,0.016,False,False,False
madelon,feat_495,197,0.0985,0.017,False,False,False
madelon,feat_496,42,0.021,0.071,False,False,False
madelon,feat_497,82,0.041,0.0335,False,False,False
madelon,feat_498,195,0.0975,0.015,False,False,False
madelon,feat_499,150,0.075,0.0185,False,False,False
olive_oil,id,572,1.0,0.0017482517482517483,False,False,False
olive_oil,Area,3,0.005244755244755245,0.5646853146853147,False,True,False
olive_oil,palmitic,9,0.015734265734265736,0.36013986013986016,False,False,False
olive_oil,palmitoleic,309,0.5402097902097902,0.024475524475524476,False,False,False
olive_oil,stearic,175,0.30594405594405594,0.055944055944055944,False,False,False
olive_oil,oleic,138,0.24125874125874125,0.04195804195804196,False,False,False
olive_oil,linoleic,389,0.6800699300699301,0.013986013986013986,False,False,False
olive_oil,linolenic,344,0.6013986013986014,0.03146853146853147,False,False,False
olive_oil,arachidic,45,0.07867132867132867,0.06293706293706294,False,False,False
olive_oil,eicosenoic,76,0.13286713286713286,0.057692307692307696,False,False,False
olive_oil,other,44,0.07692307692307693,0.20104895104895104,False,False,False
