dataset,variable,q1,q3,iqr,limite_inferior,limite_superior,n_outliers_iqr,pct_outliers_iqr
madelon,feat_330,465.0,508.0,43.0,400.5,572.5,20,0.01
madelon,feat_331,470.0,488.0,18.0,443.0,515.0,7,0.0035
madelon,feat_332,476.0,477.0,1.0,474.5,478.5,71,0.0355
madelon,feat_333,469.0,508.0,39.0,410.5,566.5,17,0.0085
madelon,feat_334,471.75,519.0,47.25,400.875,589.875,22,0.011
madelon,feat_335,479.0,496.0,17.0,453.5,521.5,18,0.009
madelon,feat_336,409.0,553.25,144.25,192.625,769.625,7,0.0035
madelon,feat_337,465.0,510.0,45.0,397.5,577.5,27,0.0135
madelon,feat_338,433.75,568.0,134.25,232.375,769.375,7,0.0035
madelon,feat_339,476.0,527.0,51.0,399.5,603.5,21,0.0105
madelon,feat_340,479.0,532.0,53.0,399.5,611.5,12,0.006
madelon,feat_341,478.0,510.0,32.0,430.0,558.0,13,0.0065
madelon,feat_342,476.0,516.0,40.0,416.0,576.0,20,0.01
madelon,feat_343,482.0,524.0,42.0,419.0,587.0,21,0.0105
madelon,feat_344,471.0,529.0,58.0,384.0,616.0,18,0.009
madelon,feat_345,477.0,488.0,11.0,460.5,504.5,22,0.011
madelon,feat_346,477.0,486.0,9.0,463.5,499.5,25,0.0125
madelon,feat_347,462.0,519.0,57.0,376.5,604.5,20,0.01
madelon,feat_348,466.0,496.0,30.0,421.0,541.0,20,0.01
madelon,feat_349,482.0,526.0,44.0,416.0,592.0,18,0.009
madelon,feat_350,476.0,486.0,10.0,461.0,501.0,12,0.006
madelon,feat_351,451.0,505.0,54.0,370.0,586.0,10,0.005
madelon,feat_352,461.0,508.0,47.0,390.5,578.5,17,0.0085
madelon,feat_353,474.0,491.0,17.0,448.5,516.5,11,0.0055
madelon,feat_354,480.0,506.0,26.0,441.0,545.0,8,0.004
madelon,feat_355,473.0,495.0,22.0,440.0,528.0,14,0.007
madelon,feat_356,478.0,528.0,50.0,403.0,603.0,27,0.0135
madelon,feat_357,475.0,478.0,3.0,470.5,482.5,0,0.0
madelon,feat_358,484.0,531.0,47.0,413.5,601.5,22,0.011
madelon,feat_359,472.0,526.0,54.0,391.0,607.0,18,0.009
madelon,feat_360,462.0,505.0,43.0,397.5,569.5,20,0.01
madelon,feat_361,477.0,505.0,28.0,435.0,547.0,14,0.007
madelon,feat_362,449.0,505.0,56.0,365.0,589.0,16,0.008
madelon,feat_363,469.0,502.0,33.0,419.5,551.5,11,0.0055
madelon,feat_364,478.0,484.0,6.0,469.0,493.0,39,0.0195
madelon,feat_365,468.0,521.0,53.0,388.5,600.5,25,0.0125
madelon,feat_366,477.75,513.0,35.25,424.875,565.875,17,0.0085
madelon,feat_367,476.0,492.0,16.0,452.0,516.0,19,0.0095
madelon,feat_368,477.0,492.0,15.0,454.5,514.5,44,0.022
madelon,feat_369,473.0,526.0,53.0,393.5,605.5,11,0.0055
madelon,feat_370,466.0,510.0,44.0,400.0,576.0,21,0.0105
madelon,feat_371,462.0,517.0,55.0,379.5,599.5,23,0.0115
madelon,feat_372,482.0,511.0,29.0,438.5,554.5,18,0.009
madelon,feat_373,472.0,503.0,31.0,425.5,549.5,22,0.011
madelon,feat_374,482.0,518.0,36.0,428.0,572.0,20,0.01
madelon,feat_375,474.0,510.0,36.0,420.0,564.0,19,0.0095
madelon,feat_376,475.0,485.0,10.0,460.0,500.0,13,0.0065
madelon,feat_377,470.0,497.0,27.0,429.5,537.5,16,0.008
madelon,feat_378,447.75,544.25,96.5,303.0,689.0,0,0.0
madelon,feat_379,459.0,505.0,46.0,390.0,574.0,9,0.0045
madelon,feat_380,477.0,484.0,7.0,466.5,494.5,24,0.012
madelon,feat_381,465.0,494.0,29.0,421.5,537.5,14,0.007
madelon,feat_382,473.0,519.0,46.0,404.0,588.0,17,0.0085
madelon,feat_383,475.0,493.0,18.0,448.0,520.0,18,0.009
madelon,feat_384,468.0,491.0,23.0,433.5,525.5,15,0.0075
madelon,feat_385,470.0,486.0,16.0,446.0,510.0,9,0.0045
madelon,feat_386,474.0,509.0,35.0,421.5,561.5,22,0.011
madelon,feat_387,476.0,478.0,2.0,473.0,481.0,16,0.008
madelon,feat_388,482.0,508.0,26.0,443.0,547.0,15,0.0075
madelon,feat_389,460.0,508.0,48.0,388.0,580.0,19,0.0095
madelon,feat_390,474.0,480.0,6.0,465.0,489.0,13,0.0065
madelon,feat_391,470.0,518.0,48.0,398.0,590.0,19,0.0095
madelon,feat_392,475.0,478.0,3.0,470.5,482.5,52,0.026
madelon,feat_393,466.0,510.0,44.0,400.0,576.0,20,0.01
madelon,feat_394,476.0,480.0,4.0,470.0,486.0,13,0.0065
madelon,feat_395,471.0,497.0,26.0,432.0,536.0,21,0.0105
madelon,feat_396,477.0,491.0,14.0,456.0,512.0,6,0.003
madelon,feat_397,454.0,511.0,57.0,368.5,596.5,12,0.006
madelon,feat_398,485.0,535.0,50.0,410.0,610.0,20,0.01
madelon,feat_399,477.0,485.0,8.0,465.0,497.0,13,0.0065
madelon,feat_400,474.0,480.0,6.0,465.0,489.0,8,0.004
madelon,feat_401,470.0,510.0,40.0,410.0,570.0,33,0.0165
madelon,feat_402,475.0,477.0,2.0,472.0,480.0,1,0.0005
madelon,feat_403,468.0,506.0,38.0,411.0,563.0,14,0.007
madelon,feat_404,476.0,477.0,1.0,474.5,478.5,14,0.007
madelon,feat_405,455.0,499.25,44.25,388.625,565.625,21,0.0105
madelon,feat_406,459.0,504.0,45.0,391.5,571.5,25,0.0125
madelon,feat_407,475.0,481.0,6.0,466.0,490.0,15,0.0075
madelon,feat_408,464.0,501.0,37.0,408.5,556.5,15,0.0075
madelon,feat_409,473.0,483.0,10.0,458.0,498.0,13,0.0065
madelon,feat_410,477.0,502.0,25.0,439.5,539.5,31,0.0155
madelon,feat_411,462.0,519.0,57.0,376.5,604.5,10,0.005
madelon,feat_412,468.0,507.0,39.0,409.5,565.5,25,0.0125
madelon,feat_413,472.0,496.25,24.25,435.625,532.625,14,0.007
madelon,feat_414,469.0,514.0,45.0,401.5,581.5,9,0.0045
madelon,feat_415,489.0,546.0,57.0,403.5,631.5,23,0.0115
madelon,feat_416,476.0,492.0,16.0,452.0,516.0,13,0.0065
madelon,feat_417,481.0,533.0,52.0,403.0,611.0,18,0.009
madelon,feat_418,483.0,539.0,56.0,399.0,623.0,18,0.009
madelon,feat_419,474.0,521.0,47.0,403.5,591.5,15,0.0075
madelon,feat_420,477.0,484.0,7.0,466.5,494.5,27,0.0135
madelon,feat_421,470.0,488.0,18.0,443.0,515.0,15,0.0075
madelon,feat_422,470.0,485.0,15.0,447.5,507.5,25,0.0125
madelon,feat_423,476.0,476.0,0.0,476.0,476.0,748,0.374
madelon,feat_424,477.0,493.0,16.0,453.0,517.0,15,0.0075
madelon,feat_425,479.0,500.0,21.0,447.5,531.5,10,0.005
madelon,feat_426,478.0,503.0,25.0,440.5,540.5,14,0.007
madelon,feat_427,460.0,508.0,48.0,388.0,580.0,23,0.0115
madelon,feat_428,461.0,507.0,46.0,392.0,576.0,30,0.015
madelon,feat_429,474.0,480.0,6.0,465.0,489.0,11,0.0055
madelon,feat_430,480.0,509.0,29.0,436.5,552.5,17,0.0085
madelon,feat_431,484.0,527.0,43.0,419.5,591.5,15,0.0075
madelon,feat_432,461.0,497.0,36.0,407.0,551.0,24,0.012
madelon,feat_433,440.0,557.0,117.0,264.5,732.5,1,0.0005
madelon,feat_434,475.0,503.0,28.0,433.0,545.0,13,0.0065
madelon,feat_435,475.0,523.0,48.0,403.0,595.0,27,0.0135
madelon,feat_436,470.0,485.0,15.0,447.5,507.5,23,0.0115
madelon,feat_437,488.0,544.0,56.0,404.0,628.0,15,0.0075
madelon,feat_438,465.0,506.0,41.0,403.5,567.5,24,0.012
madelon,feat_439,478.0,492.0,14.0,457.0,513.0,13,0.0065
madelon,feat_440,463.0,517.0,54.0,382.0,598.0,18,0.009
madelon,feat_441,468.0,490.0,22.0,435.0,523.0,21,0.0105
madelon,feat_442,431.0,564.0,133.0,231.5,763.5,4,0.002
madelon,feat_443,473.0,531.0,58.0,386.0,618.0,20,0.01
madelon,feat_444,479.0,505.0,26.0,440.0,544.0,14,0.007
madelon,feat_445,476.0,478.0,2.0,473.0,481.0,24,0.012
madelon,feat_446,473.0,487.0,14.0,452.0,508.0,26,0.013
madelon,feat_447,478.0,493.0,15.0,455.5,515.5,17,0.0085
madelon,feat_448,458.0,511.0,53.0,378.5,590.5,20,0.01
madelon,feat_449,469.0,484.0,15.0,446.5,506.5,11,0.0055
madelon,feat_450,478.0,497.0,19.0,449.5,525.5,23,0.0115
madelon,feat_451,470.0,485.0,15.0,447.5,507.5,0,0.0
madelon,feat_452,477.0,501.0,24.0,441.0,537.0,21,0.0105
madelon,feat_453,398.75,562.0,163.25,153.875,806.875,5,0.0025
madelon,feat_454,476.0,484.0,8.0,464.0,496.0,15,0.0075
madelon,feat_455,436.0,567.0,131.0,239.5,763.5,0,0.0
madelon,feat_456,476.0,484.0,8.0,464.0,496.0,9,0.0045
madelon,feat_457,460.0,503.0,43.0,395.5,567.5,12,0.006
madelon,feat_458,462.0,521.0,59.0,373.5,609.5,15,0.0075
madelon,feat_459,463.0,508.0,45.0,395.5,575.5,7,0.0035
madelon,feat_460,478.0,527.0,49.0,404.5,600.5,11,0.0055
madelon,feat_461,467.0,498.0,31.0,420.5,544.5,18,0.009
madelon,feat_462,471.0,516.0,45.0,403.5,583.5,12,0.006
madelon,feat_463,451.0,509.0,58.0,364.0,596.0,13,0.0065
madelon,feat_464,473.0,496.0,23.0,438.5,530.5,18,0.009
madelon,feat_465,477.0,503.0,26.0,438.0,542.0,18,0.009
madelon,feat_466,475.0,486.0,11.0,458.5,502.5,15,0.0075
madelon,feat_467,486.0,535.0,49.0,412.5,608.5,16,0.008
madelon,feat_468,468.0,495.0,27.0,427.5,535.5,12,0.006
madelon,feat_469,455.0,507.0,52.0,377.0,585.0,24,0.012
madelon,feat_470,488.0,543.25,55.25,405.125,626.125,11,0.0055
madelon,feat_471,476.0,482.0,6.0,467.0,491.0,15,0.0075
madelon,feat_472,451.0,512.0,61.0,359.5,603.5,6,0.003
madelon,feat_473,476.0,479.0,3.0,471.5,483.5,2,0.001
madelon,feat_474,475.0,484.0,9.0,461.5,497.5,11,0.0055
madelon,feat_475,424.0,547.25,123.25,239.125,732.125,0,0.0
madelon,feat_476,471.0,492.0,21.0,439.5,523.5,23,0.0115
madelon,feat_477,476.0,499.0,23.0,441.5,533.5,16,0.008
madelon,feat_478,458.0,509.0,51.0,381.5,585.5,14,0.007
madelon,feat_479,479.0,495.0,16.0,455.0,519.0,13,0.0065
madelon,feat_480,472.0,499.0,27.0,431.5,539.5,13,0.0065
madelon,feat_481,460.0,497.0,37.0,404.5,552.5,20,0.01
madelon,feat_482,471.0,484.0,13.0,451.5,503.5,21,0.0105
madelon,feat_483,475.0,521.0,46.0,406.0,590.0,19,0.0095
madelon,feat_484,478.0,526.25,48.25,405.625,598.625,14,0.007
madelon,feat_485,475.0,490.0,15.0,452.5,512.5,18,0.009
madelon,feat_486,472.0,485.0,13.0,452.5,504.5,21,0.0105
madelon,feat_487,459.0,505.0,46.0,390.0,574.0,12,0.006
madelon,feat_488,475.0,505.0,30.0,430.0,550.0,15,0.0075
madelon,feat_489,474.0,485.0,11.0,457.5,501.5,28,0.014
madelon,feat_490,468.0,496.0,28.0,426.0,538.0,12,0.006
madelon,feat_491,476.0,481.0,5.0,468.5,488.5,30,0.015
madelon,feat_492,471.0,502.0,31.0,424.5,548.5,17,0.0085
madelon,feat_493,404.0,586.0,182.0,131.0,859.0,2,0.001
madelon,feat_494,470.0,517.0,47.0,399.5,587.5,16,0.008
madelon,feat_495,486.0,535.0,49.0,412.5,608.5,15,0.0075
madelon,feat_496,474.0,482.0,8.0,462.0,494.0,22,0.011
madelon,feat_497,474.0,492.0,18.0,447.0,519.0,12,0.006
madelon,feat_498,482.0,533.0,51.0,405.5,609.5,11,0.0055
madelon,feat_499,473.0,507.25,34.25,421.625,558.625,23,0.0115
olive_oil,area,1.0,3.0,2.0,-2.0,6.0,0,0.0
olive_oil,palmitic,3.0,7.0,4.0,-3.0,13.0,0,0.0
olive_oil,palmitoleic,1095.0,1360.0,265.0,697.5,1757.5,1,0.0017482517482517483
olive_oil,stearic,87.75,169.25,81.5,-34.5,291.5,0,0.0
olive_oil,oleic,205.0,249.0,44.0,139.0,315.0,17,0.02972027972027972
olive_oil,linoleic,7000.0,7680.0,680.0,5980.0,8700.0,0,0.0
olive_oil,linolenic,770.75,1180.75,410.0,155.75,1795.75,0,0.0
olive_oil,arachidic,26.0,40.25,14.25,4.625,61.625,32,0.055944055944055944
olive_oil,eicosenoic,50.0,70.0,20.0,20.0,100.0,51,0.08916083916083917
olive_oil,other,2.0,28.0,26.0,-37.0,67.0,0,0.0
