dataset,feature_set,selector,k,n_features,feature_path,source,model_name,experiment_id
madelon,rrfs_k10,rrfs,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/rrfs/k_10,reference_k,logistic_regression,madelon__rrfs_k10__logistic_regression
madelon,rrfs_k10,rrfs,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/rrfs/k_10,reference_k,linear_svm,madelon__rrfs_k10__linear_svm
madelon,rrfs_k10,rrfs,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/rrfs/k_10,reference_k,random_forest,madelon__rrfs_k10__random_forest
madelon,rrfs_k10,rrfs,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/rrfs/k_10,reference_k,xgboost,madelon__rrfs_k10__xgboost
madelon,boruta_confirmed_19,boruta,19,19,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/boruta/k_19,confirmed_by_boruta,logistic_regression,madelon__boruta_confirmed_19__logistic_regression
madelon,boruta_confirmed_19,boruta,19,19,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/boruta/k_19,confirmed_by_boruta,linear_svm,madelon__boruta_confirmed_19__linear_svm
madelon,boruta_confirmed_19,boruta,19,19,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/boruta/k_19,confirmed_by_boruta,random_forest,madelon__boruta_confirmed_19__random_forest
madelon,boruta_confirmed_19,boruta,19,19,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/boruta/k_19,confirmed_by_boruta,xgboost,madelon__boruta_confirmed_19__xgboost
madelon,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/rfe/k_10,reference_k,logistic_regression,madelon__rfe_k10__logistic_regression
madelon,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/rfe/k_10,reference_k,linear_svm,madelon__rfe_k10__linear_svm
madelon,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/rfe/k_10,reference_k,random_forest,madelon__rfe_k10__random_forest
madelon,rfe_k10,rfe,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/rfe/k_10,reference_k,xgboost,madelon__rfe_k10__xgboost
madelon,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/l1_logistic/k_10,reference_k,logistic_regression,madelon__l1_logistic_k10__logistic_regression
madelon,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/l1_logistic/k_10,reference_k,linear_svm,madelon__l1_logistic_k10__linear_svm
madelon,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/l1_logistic/k_10,reference_k,random_forest,madelon__l1_logistic_k10__random_forest
madelon,l1_logistic_k10,l1_logistic,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/l1_logistic/k_10,reference_k,xgboost,madelon__l1_logistic_k10__xgboost
madelon,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/random_forest/k_10,reference_k,logistic_regression,madelon__random_forest_k10__logistic_regression
madelon,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/random_forest/k_10,reference_k,linear_svm,madelon__random_forest_k10__linear_svm
madelon,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/random_forest/k_10,reference_k,random_forest,madelon__random_forest_k10__random_forest
madelon,random_forest_k10,random_forest,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/random_forest/k_10,reference_k,xgboost,madelon__random_forest_k10__xgboost
madelon,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/linear_svm/k_10,reference_k,logistic_regression,madelon__linear_svm_k10__logistic_regression
madelon,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/linear_svm/k_10,reference_k,linear_svm,madelon__linear_svm_k10__linear_svm
madelon,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/linear_svm/k_10,reference_k,random_forest,madelon__linear_svm_k10__random_forest
madelon,linear_svm_k10,linear_svm,10,10,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/madelon/linear_svm/k_10,reference_k,xgboost,madelon__linear_svm_k10__xgboost
olive_oil_3class,all_features,all_features,8,8,,baseline,logistic_regression,olive_oil_3class__all_features__logistic_regression
olive_oil_3class,all_features,all_features,8,8,,baseline,linear_svm,olive_oil_3class__all_features__linear_svm
olive_oil_3class,all_features,all_features,8,8,,baseline,random_forest,olive_oil_3class__all_features__random_forest
olive_oil_3class,all_features,all_features,8,8,,baseline,xgboost,olive_oil_3class__all_features__xgboost
olive_oil_3class,variance_k5,variance,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/variance/k_5,reference_k,logistic_regression,olive_oil_3class__variance_k5__logistic_regression
olive_oil_3class,variance_k5,variance,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/variance/k_5,reference_k,linear_svm,olive_oil_3class__variance_k5__linear_svm
olive_oil_3class,variance_k5,variance,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/variance/k_5,reference_k,random_forest,olive_oil_3class__variance_k5__random_forest
olive_oil_3class,variance_k5,variance,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/variance/k_5,reference_k,xgboost,olive_oil_3class__variance_k5__xgboost
olive_oil_3class,f_classif_k5,f_classif,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/f_classif/k_5,reference_k,logistic_regression,olive_oil_3class__f_classif_k5__logistic_regression
olive_oil_3class,f_classif_k5,f_classif,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/f_classif/k_5,reference_k,linear_svm,olive_oil_3class__f_classif_k5__linear_svm
olive_oil_3class,f_classif_k5,f_classif,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/f_classif/k_5,reference_k,random_forest,olive_oil_3class__f_classif_k5__random_forest
olive_oil_3class,f_classif_k5,f_classif,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/f_classif/k_5,reference_k,xgboost,olive_oil_3class__f_classif_k5__xgboost
olive_oil_3class,mutual_info_k5,mutual_info,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mutual_info/k_5,reference_k,logistic_regression,olive_oil_3class__mutual_info_k5__logistic_regression
olive_oil_3class,mutual_info_k5,mutual_info,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mutual_info/k_5,reference_k,linear_svm,olive_oil_3class__mutual_info_k5__linear_svm
olive_oil_3class,mutual_info_k5,mutual_info,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mutual_info/k_5,reference_k,random_forest,olive_oil_3class__mutual_info_k5__random_forest
olive_oil_3class,mutual_info_k5,mutual_info,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mutual_info/k_5,reference_k,xgboost,olive_oil_3class__mutual_info_k5__xgboost
olive_oil_3class,mutual_correlation_k5,mutual_correlation,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mutual_correlation/k_5,reference_k,logistic_regression,olive_oil_3class__mutual_correlation_k5__logistic_regression
olive_oil_3class,mutual_correlation_k5,mutual_correlation,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mutual_correlation/k_5,reference_k,linear_svm,olive_oil_3class__mutual_correlation_k5__linear_svm
olive_oil_3class,mutual_correlation_k5,mutual_correlation,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mutual_correlation/k_5,reference_k,random_forest,olive_oil_3class__mutual_correlation_k5__random_forest
olive_oil_3class,mutual_correlation_k5,mutual_correlation,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mutual_correlation/k_5,reference_k,xgboost,olive_oil_3class__mutual_correlation_k5__xgboost
olive_oil_3class,feature_similarity_k5,feature_similarity,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/feature_similarity/k_5,reference_k,logistic_regression,olive_oil_3class__feature_similarity_k5__logistic_regression
olive_oil_3class,feature_similarity_k5,feature_similarity,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/feature_similarity/k_5,reference_k,linear_svm,olive_oil_3class__feature_similarity_k5__linear_svm
olive_oil_3class,feature_similarity_k5,feature_similarity,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/feature_similarity/k_5,reference_k,random_forest,olive_oil_3class__feature_similarity_k5__random_forest
olive_oil_3class,feature_similarity_k5,feature_similarity,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/feature_similarity/k_5,reference_k,xgboost,olive_oil_3class__feature_similarity_k5__xgboost
olive_oil_3class,mrmr_approx_k5,mrmr_approx,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mrmr_approx/k_5,reference_k,logistic_regression,olive_oil_3class__mrmr_approx_k5__logistic_regression
olive_oil_3class,mrmr_approx_k5,mrmr_approx,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mrmr_approx/k_5,reference_k,linear_svm,olive_oil_3class__mrmr_approx_k5__linear_svm
olive_oil_3class,mrmr_approx_k5,mrmr_approx,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mrmr_approx/k_5,reference_k,random_forest,olive_oil_3class__mrmr_approx_k5__random_forest
olive_oil_3class,mrmr_approx_k5,mrmr_approx,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/mrmr_approx/k_5,reference_k,xgboost,olive_oil_3class__mrmr_approx_k5__xgboost
olive_oil_3class,rrfs_k5,rrfs,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/rrfs/k_5,reference_k,logistic_regression,olive_oil_3class__rrfs_k5__logistic_regression
olive_oil_3class,rrfs_k5,rrfs,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/rrfs/k_5,reference_k,linear_svm,olive_oil_3class__rrfs_k5__linear_svm
olive_oil_3class,rrfs_k5,rrfs,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/rrfs/k_5,reference_k,random_forest,olive_oil_3class__rrfs_k5__random_forest
olive_oil_3class,rrfs_k5,rrfs,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/rrfs/k_5,reference_k,xgboost,olive_oil_3class__rrfs_k5__xgboost
olive_oil_3class,boruta_confirmed_8,boruta,8,8,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/boruta/k_8,confirmed_by_boruta,logistic_regression,olive_oil_3class__boruta_confirmed_8__logistic_regression
olive_oil_3class,boruta_confirmed_8,boruta,8,8,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/boruta/k_8,confirmed_by_boruta,linear_svm,olive_oil_3class__boruta_confirmed_8__linear_svm
olive_oil_3class,boruta_confirmed_8,boruta,8,8,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/boruta/k_8,confirmed_by_boruta,random_forest,olive_oil_3class__boruta_confirmed_8__random_forest
olive_oil_3class,boruta_confirmed_8,boruta,8,8,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/boruta/k_8,confirmed_by_boruta,xgboost,olive_oil_3class__boruta_confirmed_8__xgboost
olive_oil_3class,rfe_k5,rfe,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/rfe/k_5,reference_k,logistic_regression,olive_oil_3class__rfe_k5__logistic_regression
olive_oil_3class,rfe_k5,rfe,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/rfe/k_5,reference_k,linear_svm,olive_oil_3class__rfe_k5__linear_svm
olive_oil_3class,rfe_k5,rfe,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/rfe/k_5,reference_k,random_forest,olive_oil_3class__rfe_k5__random_forest
olive_oil_3class,rfe_k5,rfe,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/rfe/k_5,reference_k,xgboost,olive_oil_3class__rfe_k5__xgboost
olive_oil_3class,l1_logistic_k5,l1_logistic,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/l1_logistic/k_5,reference_k,logistic_regression,olive_oil_3class__l1_logistic_k5__logistic_regression
olive_oil_3class,l1_logistic_k5,l1_logistic,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/l1_logistic/k_5,reference_k,linear_svm,olive_oil_3class__l1_logistic_k5__linear_svm
olive_oil_3class,l1_logistic_k5,l1_logistic,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/l1_logistic/k_5,reference_k,random_forest,olive_oil_3class__l1_logistic_k5__random_forest
olive_oil_3class,l1_logistic_k5,l1_logistic,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/l1_logistic/k_5,reference_k,xgboost,olive_oil_3class__l1_logistic_k5__xgboost
olive_oil_3class,random_forest_k5,random_forest,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/random_forest/k_5,reference_k,logistic_regression,olive_oil_3class__random_forest_k5__logistic_regression
olive_oil_3class,random_forest_k5,random_forest,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/random_forest/k_5,reference_k,linear_svm,olive_oil_3class__random_forest_k5__linear_svm
olive_oil_3class,random_forest_k5,random_forest,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/random_forest/k_5,reference_k,random_forest,olive_oil_3class__random_forest_k5__random_forest
olive_oil_3class,random_forest_k5,random_forest,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/random_forest/k_5,reference_k,xgboost,olive_oil_3class__random_forest_k5__xgboost
olive_oil_3class,linear_svm_k5,linear_svm,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/linear_svm/k_5,reference_k,logistic_regression,olive_oil_3class__linear_svm_k5__logistic_regression
olive_oil_3class,linear_svm_k5,linear_svm,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/linear_svm/k_5,reference_k,linear_svm,olive_oil_3class__linear_svm_k5__linear_svm
olive_oil_3class,linear_svm_k5,linear_svm,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/linear_svm/k_5,reference_k,random_forest,olive_oil_3class__linear_svm_k5__random_forest
olive_oil_3class,linear_svm_k5,linear_svm,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_3class/linear_svm/k_5,reference_k,xgboost,olive_oil_3class__linear_svm_k5__xgboost
olive_oil_9class,all_features,all_features,8,8,,baseline,logistic_regression,olive_oil_9class__all_features__logistic_regression
olive_oil_9class,all_features,all_features,8,8,,baseline,linear_svm,olive_oil_9class__all_features__linear_svm
olive_oil_9class,all_features,all_features,8,8,,baseline,random_forest,olive_oil_9class__all_features__random_forest
olive_oil_9class,all_features,all_features,8,8,,baseline,xgboost,olive_oil_9class__all_features__xgboost
olive_oil_9class,variance_k5,variance,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/variance/k_5,reference_k,logistic_regression,olive_oil_9class__variance_k5__logistic_regression
olive_oil_9class,variance_k5,variance,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/variance/k_5,reference_k,linear_svm,olive_oil_9class__variance_k5__linear_svm
olive_oil_9class,variance_k5,variance,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/variance/k_5,reference_k,random_forest,olive_oil_9class__variance_k5__random_forest
olive_oil_9class,variance_k5,variance,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/variance/k_5,reference_k,xgboost,olive_oil_9class__variance_k5__xgboost
olive_oil_9class,f_classif_k5,f_classif,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/f_classif/k_5,reference_k,logistic_regression,olive_oil_9class__f_classif_k5__logistic_regression
olive_oil_9class,f_classif_k5,f_classif,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/f_classif/k_5,reference_k,linear_svm,olive_oil_9class__f_classif_k5__linear_svm
olive_oil_9class,f_classif_k5,f_classif,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/f_classif/k_5,reference_k,random_forest,olive_oil_9class__f_classif_k5__random_forest
olive_oil_9class,f_classif_k5,f_classif,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/f_classif/k_5,reference_k,xgboost,olive_oil_9class__f_classif_k5__xgboost
olive_oil_9class,mutual_info_k5,mutual_info,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mutual_info/k_5,reference_k,logistic_regression,olive_oil_9class__mutual_info_k5__logistic_regression
olive_oil_9class,mutual_info_k5,mutual_info,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mutual_info/k_5,reference_k,linear_svm,olive_oil_9class__mutual_info_k5__linear_svm
olive_oil_9class,mutual_info_k5,mutual_info,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mutual_info/k_5,reference_k,random_forest,olive_oil_9class__mutual_info_k5__random_forest
olive_oil_9class,mutual_info_k5,mutual_info,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mutual_info/k_5,reference_k,xgboost,olive_oil_9class__mutual_info_k5__xgboost
olive_oil_9class,mutual_correlation_k5,mutual_correlation,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mutual_correlation/k_5,reference_k,logistic_regression,olive_oil_9class__mutual_correlation_k5__logistic_regression
olive_oil_9class,mutual_correlation_k5,mutual_correlation,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mutual_correlation/k_5,reference_k,linear_svm,olive_oil_9class__mutual_correlation_k5__linear_svm
olive_oil_9class,mutual_correlation_k5,mutual_correlation,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mutual_correlation/k_5,reference_k,random_forest,olive_oil_9class__mutual_correlation_k5__random_forest
olive_oil_9class,mutual_correlation_k5,mutual_correlation,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mutual_correlation/k_5,reference_k,xgboost,olive_oil_9class__mutual_correlation_k5__xgboost
olive_oil_9class,feature_similarity_k5,feature_similarity,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/feature_similarity/k_5,reference_k,logistic_regression,olive_oil_9class__feature_similarity_k5__logistic_regression
olive_oil_9class,feature_similarity_k5,feature_similarity,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/feature_similarity/k_5,reference_k,linear_svm,olive_oil_9class__feature_similarity_k5__linear_svm
olive_oil_9class,feature_similarity_k5,feature_similarity,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/feature_similarity/k_5,reference_k,random_forest,olive_oil_9class__feature_similarity_k5__random_forest
olive_oil_9class,feature_similarity_k5,feature_similarity,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/feature_similarity/k_5,reference_k,xgboost,olive_oil_9class__feature_similarity_k5__xgboost
olive_oil_9class,mrmr_approx_k5,mrmr_approx,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mrmr_approx/k_5,reference_k,logistic_regression,olive_oil_9class__mrmr_approx_k5__logistic_regression
olive_oil_9class,mrmr_approx_k5,mrmr_approx,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mrmr_approx/k_5,reference_k,linear_svm,olive_oil_9class__mrmr_approx_k5__linear_svm
olive_oil_9class,mrmr_approx_k5,mrmr_approx,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mrmr_approx/k_5,reference_k,random_forest,olive_oil_9class__mrmr_approx_k5__random_forest
olive_oil_9class,mrmr_approx_k5,mrmr_approx,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/mrmr_approx/k_5,reference_k,xgboost,olive_oil_9class__mrmr_approx_k5__xgboost
olive_oil_9class,rrfs_k5,rrfs,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/rrfs/k_5,reference_k,logistic_regression,olive_oil_9class__rrfs_k5__logistic_regression
olive_oil_9class,rrfs_k5,rrfs,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/rrfs/k_5,reference_k,linear_svm,olive_oil_9class__rrfs_k5__linear_svm
olive_oil_9class,rrfs_k5,rrfs,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/rrfs/k_5,reference_k,random_forest,olive_oil_9class__rrfs_k5__random_forest
olive_oil_9class,rrfs_k5,rrfs,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/rrfs/k_5,reference_k,xgboost,olive_oil_9class__rrfs_k5__xgboost
olive_oil_9class,boruta_confirmed_8,boruta,8,8,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/boruta/k_8,confirmed_by_boruta,logistic_regression,olive_oil_9class__boruta_confirmed_8__logistic_regression
olive_oil_9class,boruta_confirmed_8,boruta,8,8,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/boruta/k_8,confirmed_by_boruta,linear_svm,olive_oil_9class__boruta_confirmed_8__linear_svm
olive_oil_9class,boruta_confirmed_8,boruta,8,8,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/boruta/k_8,confirmed_by_boruta,random_forest,olive_oil_9class__boruta_confirmed_8__random_forest
olive_oil_9class,boruta_confirmed_8,boruta,8,8,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/boruta/k_8,confirmed_by_boruta,xgboost,olive_oil_9class__boruta_confirmed_8__xgboost
olive_oil_9class,rfe_k5,rfe,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/rfe/k_5,reference_k,logistic_regression,olive_oil_9class__rfe_k5__logistic_regression
olive_oil_9class,rfe_k5,rfe,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/rfe/k_5,reference_k,linear_svm,olive_oil_9class__rfe_k5__linear_svm
olive_oil_9class,rfe_k5,rfe,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/rfe/k_5,reference_k,random_forest,olive_oil_9class__rfe_k5__random_forest
olive_oil_9class,rfe_k5,rfe,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/rfe/k_5,reference_k,xgboost,olive_oil_9class__rfe_k5__xgboost
olive_oil_9class,l1_logistic_k5,l1_logistic,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/l1_logistic/k_5,reference_k,logistic_regression,olive_oil_9class__l1_logistic_k5__logistic_regression
olive_oil_9class,l1_logistic_k5,l1_logistic,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/l1_logistic/k_5,reference_k,linear_svm,olive_oil_9class__l1_logistic_k5__linear_svm
olive_oil_9class,l1_logistic_k5,l1_logistic,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/l1_logistic/k_5,reference_k,random_forest,olive_oil_9class__l1_logistic_k5__random_forest
olive_oil_9class,l1_logistic_k5,l1_logistic,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/l1_logistic/k_5,reference_k,xgboost,olive_oil_9class__l1_logistic_k5__xgboost
olive_oil_9class,random_forest_k5,random_forest,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/random_forest/k_5,reference_k,logistic_regression,olive_oil_9class__random_forest_k5__logistic_regression
olive_oil_9class,random_forest_k5,random_forest,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/random_forest/k_5,reference_k,linear_svm,olive_oil_9class__random_forest_k5__linear_svm
olive_oil_9class,random_forest_k5,random_forest,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/random_forest/k_5,reference_k,random_forest,olive_oil_9class__random_forest_k5__random_forest
olive_oil_9class,random_forest_k5,random_forest,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/random_forest/k_5,reference_k,xgboost,olive_oil_9class__random_forest_k5__xgboost
olive_oil_9class,linear_svm_k5,linear_svm,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/linear_svm/k_5,reference_k,logistic_regression,olive_oil_9class__linear_svm_k5__logistic_regression
olive_oil_9class,linear_svm_k5,linear_svm,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/linear_svm/k_5,reference_k,linear_svm,olive_oil_9class__linear_svm_k5__linear_svm
olive_oil_9class,linear_svm_k5,linear_svm,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/linear_svm/k_5,reference_k,random_forest,olive_oil_9class__linear_svm_k5__random_forest
olive_oil_9class,linear_svm_k5,linear_svm,5,5,/home/gosacar/TFG - QFS Last Chance Claude/data/selected_features/olive_oil_9class/linear_svm/k_5,reference_k,xgboost,olive_oil_9class__linear_svm_k5__xgboost
