path,root,phase,family,role,size_bytes,size_mb,mtime,rows_counted,n_columns,columns_preview,content_summary,question_answered,probable_origin,strong_ref_count,weak_ref_count,reference_examples,readable,read_error
.agents/ds-visual-storyteller-definitive/skills/ds-visual-storyteller-definitive/assets/benchmark_validation/basic/area_chart_time_series/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-04 22:34,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Coste operacional: tiempos, variables o recursos.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/line_chart_time_series/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Coste operacional: tiempos, variables o recursos.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/lollipop_chart_penguins/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,9289,0.009,2026-06-13 02:08,130,5,species | island | body_mass_g | bill_length_mm | flipper_length_mm,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/ordered_bar_chart_wine/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,9733,0.009,2026-06-13 02:08,150,4,alcohol | color_intensity | hue | class,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/pair_plot_iris/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,12573,0.012,2026-06-13 02:08,150,5,sepal_length | sepal_width | petal_length | petal_width | species,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/scatterplot_iris/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,12573,0.012,2026-06-13 02:08,150,5,sepal_length | sepal_width | petal_length | petal_width | species,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/small_multiples_lines_time_series/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Coste operacional: tiempos, variables o recursos.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/stacked_bar_chart_titanic/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,5823,0.006,2026-06-13 02:08,200,4,survived | pclass | sex | age,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/strip_plot_tips/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,7288,0.007,2026-06-13 02:08,150,5,total_bill | tip | sex | day | size,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/treemap_hierarchy/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,174,0.0,2026-06-13 02:08,8,3,parent | child | value,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/violin_plot_penguins/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,9289,0.009,2026-06-13 02:08,130,5,species | island | body_mass_g | bill_length_mm | flipper_length_mm,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/basic/waffle_chart_titanic/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,5823,0.006,2026-06-13 02:08,200,4,survived | pclass | sex | age,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/annotated_timeline_events/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Coste operacional: tiempos, variables o recursos.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/before_after_flights/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/bullet_chart_kpi/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,174,0.0,2026-06-13 02:08,8,3,parent | child | value,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/bump_chart_mpg/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,9733,0.009,2026-06-13 02:08,150,4,alcohol | color_intensity | hue | class,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/clustered_heatmap_iris/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,12573,0.012,2026-06-13 02:08,150,5,sepal_length | sepal_width | petal_length | petal_width | species,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/distribution_raw_points_penguins/data.csv,.agents,agents_aux,raw_data_or_eda,auxiliar_agents_fuera_nucleo_tfg,9289,0.009,2026-06-13 02:08,130,5,species | island | body_mass_g | bill_length_mm | flipper_length_mm,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/dumbbell_plot_tips/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,7288,0.007,2026-06-13 02:08,150,5,total_bill | tip | sex | day | size,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/parallel_categories_titanic/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,5823,0.006,2026-06-13 02:08,200,4,survived | pclass | sex | age,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/parallel_coordinates_iris/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,12573,0.012,2026-06-13 02:08,150,5,sepal_length | sepal_width | petal_length | petal_width | species,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/raincloud_plot_iris/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,12573,0.012,2026-06-13 02:08,150,5,sepal_length | sepal_width | petal_length | petal_width | species,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/ranked_heatmap_wine/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,9733,0.009,2026-06-13 02:08,150,4,alcohol | color_intensity | hue | class,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Selección de variables: rankings, conjuntos o roster.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/slopegraph_flights/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/small_multiples_flights/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/composed/waterfall_chart_financial/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,174,0.0,2026-06-13 02:08,8,3,parent | child | value,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/breast_cancer.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,6561,0.006,2026-06-13 02:08,100,4,mean_radius | mean_texture | mean_area | diagnosis,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/diabetes.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,7684,0.007,2026-06-13 02:08,100,5,age | sex | bmi | bp | progression,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/flow.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,141,0.0,2026-06-13 02:08,7,3,source | target | value,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/hierarchy.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,174,0.0,2026-06-13 02:08,8,3,parent | child | value,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/iris.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,12652,0.012,2026-06-13 02:08,150,5,sepal_length | sepal_width | petal_length | petal_width | species,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/maps.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,134,0.0,2026-06-13 02:08,5,4,region | value | lat | lon,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/network_edges.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,78,0.0,2026-06-13 02:08,8,3,source | target | weight,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/network_nodes.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,71,0.0,2026-06-13 02:08,7,3,id | group | size,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/penguins.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,9348,0.009,2026-06-13 02:08,130,5,species | island | body_mass_g | bill_length_mm | flipper_length_mm,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/time_series.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2192,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Coste operacional: tiempos, variables o recursos.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/tips.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,7332,0.007,2026-06-13 02:08,150,5,total_bill | tip | sex | day | size,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/titanic.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,5848,0.006,2026-06-13 02:08,200,4,survived | pclass | sex | age,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/datasets/wine.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,9771,0.009,2026-06-13 02:08,150,4,alcohol | color_intensity | hue | class,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/annotated_temporal_dot_heatmap_time_series/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Coste operacional: tiempos, variables o recursos.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/bubble_map_editorial_synthetic/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,134,0.0,2026-06-13 02:08,5,4,region | value | lat | lon,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/chart_explainer_editorial_titanic/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,5823,0.006,2026-06-13 02:08,200,4,survived | pclass | sex | age,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/connection_map_synthetic/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,134,0.0,2026-06-13 02:08,5,4,region | value | lat | lon,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/editorial_temporal_dot_matrix_synthetic/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/scrollytelling_narrative/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/stepper_narrative_interactive/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/temporal_dot_matrix_flights/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/visual_essay_essay/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,7635,0.007,2026-06-13 02:08,100,5,age | sex | bmi | bp | progression,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/benchmark_validation/premium/visual_logic_conversation_inspired/data.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,2188,0.002,2026-06-13 02:08,48,4,year | month | sales_A | sales_B,"Resultados de experimento: métricas, modelo, dataset, selector y split.","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/code_gallery/comparison/dumbbell_plot/data_minimal.csv,.agents,agents_aux,comparisons,auxiliar_agents_fuera_nucleo_tfg,75,0.0,2026-06-13 02:08,3,3,﻿Category | PointA | PointB,"Tabla con columnas: ﻿Category, PointA, PointB",Contrastes estadísticos y diferencias frente a baseline.,Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/code_gallery/comparison/lollipop_chart/data_minimal.csv,.agents,agents_aux,comparisons,auxiliar_agents_fuera_nucleo_tfg,44,0.0,2026-06-13 02:08,5,2,﻿Category | Value,"Tabla con columnas: ﻿Category, Value",Contrastes estadísticos y diferencias frente a baseline.,Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/code_gallery/comparison/slopegraph/data_minimal.csv,.agents,agents_aux,comparisons,auxiliar_agents_fuera_nucleo_tfg,82,0.0,2026-06-13 02:08,4,3,﻿Category | Before | After,"Tabla con columnas: ﻿Category, Before, After",Contrastes estadísticos y diferencias frente a baseline.,Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/code_gallery/flow/waterfall_chart/data_minimal.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,81,0.0,2026-06-13 02:08,6,2,﻿Category | Value,"Tabla con columnas: ﻿Category, Value","Assets de skills/agentes, fuera del núcleo TFG.",Assets de .agents; no núcleo del TFG.,0,0,,True,
.agents/viz-definitive/skills/viz-definitive/examples/code_gallery/time/temporal_dot_matrix/data_minimal.csv,.agents,agents_aux,other_tables,auxiliar_agents_fuera_nucleo_tfg,109,0.0,2026-06-13 02:08,3,6,﻿Category | Jan | Feb | Mar | Apr | May,"Tabla con columnas: ﻿Category, Jan, Feb, Mar, Apr, May","Coste operacional: tiempos, variables o recursos.",Assets de .agents; no núcleo del TFG.,0,0,,True,
QFS_based_on_NA/Datasets/Bank_Marketing_Dataset__Clean_.csv,QFS_based_on_NA,legacy_qfs_data,qfs_quantum,mencionada_por_nombre,704146,0.672,2026-05-27 18:35,7842,18,ID | age | job | marital | education | default | balance | housing | loan | contact | day | month | duration | campaign | pdays | previous | poutcome | y,"Tabla con columnas: ID, age, job, marital, education, default, balance, housing...",Datasets heredados del código QFS auxiliar.,Origen no inferido automáticamente; revisar ruta/referencias.,0,1,QFS_based_on_NA/QFS_MAIN.ipynb,True,
QFS_based_on_NA/Datasets/WA_Fn-UseC_-Telco-Customer-Churn.csv,QFS_based_on_NA,legacy_qfs_data,qfs_quantum,mencionada_por_nombre,977501,0.932,2026-05-27 18:35,7043,21,customerID | gender | SeniorCitizen | Partner | Dependents | tenure | PhoneService | MultipleLines | InternetService | OnlineSecurity | OnlineBackup | DeviceProtection | TechSupport | StreamingTV | StreamingMovies | Contract | PaperlessBilling | PaymentMethod | MonthlyCharges | TotalCharges,"Tabla con columnas: customerID, gender, SeniorCitizen, Partner, Dependents, tenure, PhoneService, MultipleLines...",Datasets heredados del código QFS auxiliar.,Origen no inferido automáticamente; revisar ruta/referencias.,0,1,QFS_based_on_NA/QFS_MAIN.ipynb,True,
QFS_based_on_NA/Results/ADULT/Metrics_comparison_ADULT_subsets.csv,QFS_based_on_NA,legacy_qfs,qfs_quantum,sin_uso_detectado,6288,0.006,2026-05-27 18:35,29,6,Method | n_features | AUC | Precision | Recall | Features,"Resultados de experimento: métricas, modelo, dataset, selector y split.",Contrastes estadísticos y diferencias frente a baseline.,Código auxiliar/histórico QFS_based_on_NA/Results/,0,0,,True,
QFS_based_on_NA/Results/ADULT/Metrics_comparison_ADULT_subsets_RF.csv,QFS_based_on_NA,legacy_qfs,qfs_quantum,sin_uso_detectado,6288,0.006,2026-05-27 18:35,29,6,Method | n_features | AUC | Precision | Recall | Features,"Resultados de experimento: métricas, modelo, dataset, selector y split.",Contrastes estadísticos y diferencias frente a baseline.,Código auxiliar/histórico QFS_based_on_NA/Results/,0,0,,True,
QFS_based_on_NA/Results/ADULT/QFS_Sim_Result_ADULT.csv,QFS_based_on_NA,legacy_qfs,qfs_quantum,sin_uso_detectado,1498,0.001,2026-05-27 18:35,1,4,Cost_f | Counts | bit_list | avg_density,"Resultados de experimento: métricas, modelo, dataset, selector y split.",Resultados históricos o auxiliares del QFS heredado.,Código auxiliar/histórico QFS_based_on_NA/Results/,0,0,,True,
QFS_based_on_NA/Results/BANK/Metrics_comparison_BANK_subsets.csv,QFS_based_on_NA,legacy_qfs,qfs_quantum,sin_uso_detectado,6314,0.006,2026-05-27 18:35,33,6,Method | n_features | AUC | Precision | Recall | Features,"Resultados de experimento: métricas, modelo, dataset, selector y split.",Contrastes estadísticos y diferencias frente a baseline.,Código auxiliar/histórico QFS_based_on_NA/Results/,0,0,,True,
QFS_based_on_NA/Results/BANK/Metrics_comparison_BANK_subsets_RF.csv,QFS_based_on_NA,legacy_qfs,qfs_quantum,sin_uso_detectado,6380,0.006,2026-05-27 18:35,33,6,Method | n_features | AUC | Precision | Recall | Features,"Resultados de experimento: métricas, modelo, dataset, selector y split.",Contrastes estadísticos y diferencias frente a baseline.,Código auxiliar/histórico QFS_based_on_NA/Results/,0,0,,True,
QFS_based_on_NA/Results/BANK/QFS_Sim_Result_BANK.csv,QFS_based_on_NA,legacy_qfs,qfs_quantum,sin_uso_detectado,1090,0.001,2026-05-27 18:35,1,4,Cost_f | Counts | bit_list | avg_density,"Resultados de experimento: métricas, modelo, dataset, selector y split.",Resultados históricos o auxiliares del QFS heredado.,Código auxiliar/histórico QFS_based_on_NA/Results/,0,0,,True,
QFS_based_on_NA/Results/CHURN/Metrics_comparison_CHURN_subsets.csv,QFS_based_on_NA,legacy_qfs,qfs_quantum,mencionada_por_nombre,11479,0.011,2026-05-27 18:35,39,6,Method | n_features | AUC | Precision | Recall | Features,"Resultados de experimento: métricas, modelo, dataset, selector y split.",Contrastes estadísticos y diferencias frente a baseline.,Código auxiliar/histórico QFS_based_on_NA/Results/,0,1,QFS_based_on_NA/QFS_MAIN.ipynb,True,
QFS_based_on_NA/Results/CHURN/Metrics_comparison_CHURN_subsets_RF.csv,QFS_based_on_NA,legacy_qfs,qfs_quantum,mencionada_por_nombre,11500,0.011,2026-05-27 18:35,39,6,Method | n_features | AUC | Precision | Recall | Features,"Resultados de experimento: métricas, modelo, dataset, selector y split.",Contrastes estadísticos y diferencias frente a baseline.,Código auxiliar/histórico QFS_based_on_NA/Results/,0,1,QFS_based_on_NA/QFS_MAIN.ipynb,True,
QFS_based_on_NA/Results/CHURN/QFS_Sim_Result_CHURN.csv,QFS_based_on_NA,legacy_qfs,qfs_quantum,mencionada_por_nombre,4107,0.004,2026-05-27 18:35,1,4,Cost_f | Counts | bit_list | avg_density,"Resultados de experimento: métricas, modelo, dataset, selector y split.",Resultados históricos o auxiliares del QFS heredado.,Código auxiliar/histórico QFS_based_on_NA/Results/,0,1,QFS_based_on_NA/QFS_MAIN.ipynb,True,
data/01_raw/breast_cancer_wisconsin.csv,data,data_raw,raw_data_or_eda,usada_directamente_por_ruta,126142,0.12,2026-06-04 19:45,569,32,id | target | radius_mean | texture_mean | perimeter_mean | area_mean | smoothness_mean | compactness_mean | concavity_mean | concave_points_mean | symmetry_mean | fractal_dimension_mean | radius_se | texture_se | perimeter_se | area_se | smoothness_se | compactness_se | concavity_se | concave_points_se,"Dataset/matriz de datos; variables, target o índices según fase.",Fuente original de datos.,Dataset fuente externo o descargado manualmente en data/01_raw/,1,5,notebooks/fase2.ipynb | notebooks/fase1.ipynb | notebooks/fase3.ipynb | scripts/rebuild_fase1_notebook.py | scripts/rebuild_fase2_notebook.py | scripts/rebuild_fase3_notebook.py,True,
